ref,contact_email,enrolled_on,plan_tier,referral_code,opt_in
SGN-4-000071,gapacu33@brightmail.dev,10-05-2025,starter,F54LTD78,no
SGN-4-000072,cabute98@delta-post.net,19-09-2024,starter,P5NCLV4E,no
SGN-4-000073,venini29@delta-post.net,07-10-2024,scale,2W0RXDR3,no
SGN-4-000074,dekizo38@corvus.org,03-03-2025,starter,,no
SGN-4-000075,rivefi80@arcline.io,08-09-2024,starter,UUXQTC6H,no
SGN-4-000076,ramipo26@eastwind.co,25-03-2025,growth,FRHI3VR9,yes
SGN-4-000077,kazage58@delta-post.net,27-05-2025,starter,,no
SGN-4-000078,pizake41@arcline.io,20-08-2025,growth,6E7HAHDF,yes
SGN-4-000079,deracu15@delta-post.net,27-10-2024,starter,8YAGOEN8,no
SGN-4-000080,seluti43@arcline.io,13-11-2025,scale,WITJ6KRP,yes
SGN-4-000081,gafepu60@eastwind.co,27-04-2025,starter,638XFLUZ,no
SGN-4-000082,cokali71@arcline.io,24-02-2025,starter,QJJZT0Z6,no
SGN-4-000083,rugika23@corvus.org,15-01-2025,starter,9BFPIZ24,yes
SGN-4-000084,kipemi29@delta-post.net,10-11-2025,scale,,yes
SGN-4-000085,basema27@arcline.io,21-02-2024,scale,,no
SGN-4-000086,fadigu15@delta-post.net,14-01-2025,growth,,yes
SGN-4-000087,dadelo67@brightmail.dev,15-02-2024,growth,OXVEDKAC,no
SGN-4-000088,codagu52@brightmail.dev,02-08-2024,starter,,yes
SGN-4-000089,pisaza43@arcline.io,08-04-2024,growth,,yes
SGN-4-000090,namono43@eastwind.co,19-11-2024,scale,B8PJ6HHR,no
SGN-4-000091,resepa99@brightmail.dev,25-07-2025,growth,3TGY8D7F,no
SGN-4-000092,noceli96@eastwind.co,25-01-2025,scale,,no
SGN-4-000093,metoca11@corvus.org,23-01-2025,scale,RJ06CM1B,yes
SGN-4-000094,pelifa23@arcline.io,20-03-2024,growth,,yes
SGN-4-000095,lucesi75@eastwind.co,04-11-2024,scale,,yes
SGN-4-000096,todeme72@arcline.io,27-02-2025,starter,,yes
SGN-4-000097,zukuru36@eastwind.co,02-11-2025,starter,,yes
SGN-4-000098,dogado85@delta-post.net,07-08-2024,starter,,no
SGN-4-000099,karizo57@brightmail.dev,26-10-2025,growth,A56A38L2,yes
SGN-4-000100,curepi64@delta-post.net,26-10-2025,starter,,yes
SGN-4-000101,dobafe96@arcline.io,14-05-2024,starter,,no
SGN-4-000102,nitesi65@arcline.io,25-09-2025,scale,3NB3CLD4,no
SGN-4-000103,kotofo69@delta-post.net,05-06-2025,starter,,yes
SGN-4-000104,mazuze98@corvus.org,17-04-2025,scale,DY63VWKX,yes
SGN-4-000105,pebiro99@arcline.io,12-04-2025,scale,4YCCBVTU,yes
SGN-4-000106,tesebo91@brightmail.dev,16-09-2024,scale,8VRDBCBS,no
SGN-4-000107,nanivi53@eastwind.co,12-05-2025,starter,UJKHPUQ5,yes
SGN-4-000108,gomufe42@corvus.org,15-09-2024,starter,,yes
SGN-4-000109,dodenu35@brightmail.dev,21-09-2024,starter,GT7MSWI1,yes
SGN-4-000110,lapole90@arcline.io,18-06-2024,starter,,no
SGN-4-000111,gaciri88@arcline.io,21-08-2025,scale,,no
SGN-4-000112,sikila84@brightmail.dev,15-01-2025,starter,,no
SGN-4-000113,tikofa55@arcline.io,06-08-2025,starter,,yes
SGN-4-000114,bodafi46@corvus.org,07-10-2024,starter,4SGLRZP0,yes
SGN-4-000115,migadi10@arcline.io,23-12-2024,starter,,yes
SGN-4-000116,zefali79@intranet,20-02-2025,scale,6OIGCTC2,yes
SGN-4-000117,vilavu41@corvus.org,22-03-2024,starter,,yes
SGN-4-000118,zidunu65@brightmail.dev,05-01-2024,starter,H55CZFP8,yes
SGN-4-000119,robero27@arcline.io,26-10-2024,growth,,no
SGN-4-000120,casuba20@brightmail.dev,02-03-2024,scale,83TEI4AG,no
SGN-4-000121,cipaka26@delta-post.net,25-02-2024,growth,N9SNKH3A,yes
SGN-4-000122,gicute67@eastwind.co,24-06-2024,growth,,no
SGN-4-000123,sebove11@arcline.io,24-11-2025,starter,FACMPSU1,yes
SGN-4-000124,gofabo55@arcline.io,26-04-2024,scale,JUF5YR8M,no
SGN-4-000125,gicaba52@delta-post.net,27-05-2024,growth,,no
SGN-4-000126,tacupi46@eastwind.co,28-04-2024,scale,FT8NU2XB,no
SGN-4-000127,donelo91@delta-post.net,13-08-2024,starter,,yes
SGN-4-000128,lubavi95@corvus.org,17-02-2025,starter,B7OW66KG,yes
SGN-4-000129,nuloka20@arcline.io,18-10-2025,starter,A9QM7CAU,yes
SGN-4-000130,banobe19@eastwind.co,21-01-2024,growth,,yes
SGN-4-000131,radati18@arcline.io,10-12-2025,growth,I05US12S,no
SGN-4-000132,nemepa17@delta-post.net,15-07-2025,scale,3M3IMP3A,no
SGN-4-000133,foriti67@arcline.io,02-02-2025,growth,,no
SGN-4-000134,fagazo39@brightmail.dev,04-03-2024,scale,,yes
SGN-4-000135,vabude47@eastwind.co,27-09-2024,growth,YMU1SQJS,no
SGN-4-000136,paziro61@eastwind.co,28-01-2024,starter,,yes
SGN-4-000137,sepabe57@arcline.io,15-09-2025,starter,GG94U5ZH,no
SGN-4-000138,fivune52@arcline.io,19-05-2025,starter,,no
SGN-4-000139,zukoci30@arcline.io,07-03-2025,starter,SZ7MZ96W,no
SGN-4-000140,luzuku59@eastwind.co,13-08-2025,scale,,no
SGN-4-000141,femeke65@eastwind.co,12-04-2024,scale,X5SFVWA4,yes
SGN-4-000142,livobu31@brightmail.dev,21-05-2024,growth,,no
SGN-4-000143,sodonu57@arcline.io,25-01-2024,starter,,yes
SGN-4-000144,gagare81@arcline.io,07-01-2025,growth,,yes
SGN-4-000145,lefiku87@eastwind.co,13-12-2025,scale,FL1S2PTB,yes
SGN-4-000146,fulopi13@arcline.io,07-11-2024,scale,1N9Q0E0K,yes
SGN-4-000147,cevepo80@brightmail.dev,22-03-2025,starter,3H8M8LSP,yes
SGN-4-000148,gilamu26@corvus.org,04-05-2025,starter,,no
SGN-4-000149,borefu58@brightmail.dev,08-11-2025,scale,L6Z10OPK,yes
SGN-4-000150,tunicu37@delta-post.net,22-08-2025,starter,B1PT25DM,yes
SGN-4-000151,paseki15@arcline.io,23-06-2025,growth,FA9FOXDX,yes
SGN-4-000152,cilucu76@eastwind.co,20-07-2025,scale,PFAHD5VK,no
SGN-4-000153,rofife99@arcline.io,24-12-2024,scale,46JJRUHZ,no
SGN-4-000154,gaveci36@brightmail.dev,05-09-2025,growth,,yes
SGN-4-000155,temufo19@delta-post.net,14-04-2025,scale,CREUB6Q9,no
SGN-4-000156,radaze45@corvus.org,03-07-2024,growth,,no
SGN-4-000157,totizi16@arcline.io,12-12-2024,starter,,yes
SGN-4-000158,finodo35@brightmail.dev,13-11-2024,starter,RVUHA4UU,yes
SGN-4-000159,gilinu85@arcline.io,12-05-2025,scale,,yes
SGN-4-000160,fomacu82@eastwind.co,22-01-2024,growth,,no
SGN-4-000161,risiru57@brightmail.dev,16-10-2025,growth,GSHGRYVS,yes
SGN-4-000162,barifo64@corvus.org,19-10-2024,scale,LI54BZ83,yes
SGN-4-000163,dupiki37@eastwind.co,05-09-2024,growth,,no
SGN-4-000164,nirefu80@eastwind.co,12-12-2024,starter,,no
SGN-4-000165,runuta97@delta-post.net,03-06-2025,scale,ZRU7YXES,no
SGN-4-000166,zikore83@delta-post.net,12-03-2024,starter,CL521RP9,yes
SGN-4-000167,gucici44@delta-post.net,12-03-2024,growth,,no
SGN-4-000168,febano65@corvus.org,02-08-2024,scale,,yes
SGN-4-000169,bumiko48@eastwind.co,22-08-2024,scale,HEC6ODP8,yes
SGN-4-000170,ligite66@arcline.io,24-03-2024,growth,,yes
SGN-4-000171,repepu50@delta-post.net,01-09-2024,starter,,yes
SGN-4-000172,tucumi31@delta-post.net,14-12-2024,scale,GRR4I96W,yes
SGN-4-000173,saparo78@delta-post.net,18-12-2024,scale,,no
SGN-4-000174,renacu88@corvus.org,27-10-2025,starter,C2SFDYPY,no
SGN-4-000175,nenefu86@corvus.org,05-01-2024,scale,,no
SGN-4-000176,kefazu81@arcline.io,03-10-2025,starter,ZNG6IGIW,no
SGN-4-000177,fodelu17@arcline.io,09-07-2025,growth,N7S0Y6CX,no
SGN-4-000178,tofuvi61@brightmail.dev,26-10-2025,starter,EYKVHMPN,yes
SGN-4-000179,soreta19@eastwind.co,19-06-2024,scale,M1BUIHZ8,yes
SGN-4-000180,porage39@delta-post.net,11-08-2024,scale,32EZ4I02,no
SGN-4-000181,neruni56@corvus.org,19-01-2024,scale,,no
SGN-4-000182,cotole65@delta-post.net,13-12-2025,growth,,no
SGN-4-000183,mocoku93@delta-post.net,23-11-2024,growth,,yes
SGN-4-000184,bapozi67@eastwind.co,15-02-2024,starter,,no
SGN-4-000185,luceno58@eastwind.co,19-07-2025,scale,269ESADX,yes
SGN-4-000186,likosi48@corvus.org,01-07-2025,scale,YMXXQ68L,yes
SGN-4-000187,mazilu82@arcline.io,01-03-2025,growth,RZN5PBU1,yes
SGN-4-000188,zelaza58@arcline.io,16-08-2025,starter,,yes
SGN-4-000189,cuteto36@delta-post.net,07-07-2024,starter,,no
SGN-4-000190,sukucu65@corvus.org,16-07-2025,scale,6TEHZLM8,no
SGN-4-000191,culuzo15@brightmail.dev,06-05-2025,growth,,no
SGN-4-000192,vumamo48@corvus.org,06-02-2025,growth,AFO8695C,no
SGN-4-000193,midise66@eastwind.co,03-07-2024,scale,LVY73CH2,yes
SGN-4-000194,pasozu38@brightmail.dev,01-02-2025,scale,,no
SGN-4-000195,kokope83@eastwind.co,,scale,UG84F53D,yes
SGN-4-000196,goluzo10@eastwind.co,02-06-2025,starter,,yes
SGN-4-000197,bof obe56@corvus.org,07-07-2024,growth,O6J8V01P,yes
SGN-4-000198,kekise71@brightmail.dev,16-05-2025,scale,KU1ZLU9Q,no
SGN-4-000199,sunuva60@corvus.org,09-08-2025,starter,K19BJ2EM,no
SGN-4-000200,varudu89@brightmail.dev,04-12-2024,scale,3PBQ2UJ8,no
SGN-4-000201,refobe94@arcline.io,19-05-2025,growth,QOI2GXL3,no
SGN-4-000202,lekabo99@corvus.org,20-09-2024,scale,,no
SGN-4-000203,matovo78@delta-post.net,05-11-2024,starter,,no
SGN-4-000204,batonu95@corvus.org,16-12-2025,starter,YK73FWGO,no
SGN-4-000205,tesuvu97@corvus.org,04-12-2024,starter,U8MOM1E0,yes
SGN-4-000206,zirezu37@delta-post.net,17-04-2025,growth,49W2N071,no
SGN-4-000207,salape80@brightmail.dev,02-06-2025,scale,44K16ZJ0,no
SGN-4-000208,begoka65@delta-post.net,18-08-2025,scale,P6LPY3II,no
SGN-4-000209,cuzare38@arcline.io,16-07-2025,scale,Q3DY10J8,yes
SGN-4-000210,megoto23@delta-post.net,22-08-2025,growth,,yes
SGN-4-000211,cazuno22@delta-post.net,03-01-2024,starter,,yes
SGN-4-000212,cicoli37@delta-post.net,02-03-2025,growth,,yes
SGN-4-000213,zokepi45@delta-post.net,04-12-2024,scale,QJUX4LQH,yes
SGN-4-000214,bikime21@brightmail.dev,11-08-2024,starter,,no
SGN-4-000215,lirala26@eastwind.co,08-03-2025,scale,,no
SGN-4-000216,pesovu54@brightmail.dev,22-09-2025,growth,P7ECUE61,no
SGN-4-000217,kavabo83@corvus.org,06-06-2024,scale,,no
SGN-4-000218,lagifu71@brightmail.dev,05-05-2024,scale,R2JHLJTD,yes
SGN-4-000219,mudese69@brightmail.dev,07-08-2025,starter,,no
SGN-4-000220,kipemu78@delta-post.net,03-07-2025,scale,IPOO8H0M,no
SGN-4-000221,tutuba91@brightmail.dev,18-06-2025,starter,,no
SGN-4-000222,@corvus.org,24-05-2024,starter,,no
SGN-4-000223,nafugi55@arcline.io,03-09-2024,growth,5BNGRLK6,yes
SGN-4-000224,dukado52@arcline.io,08-03-2025,scale,OBSLAXH6,yes
SGN-4-000225,febafe35@delta-post.net,08-11-2025,scale,,yes
SGN-4-000226,pasupi55@arcline.io,11-05-2024,starter,,no
SGN-4-000227,boreza96@arcline.io,10-10-2024,scale,,no
SGN-4-000228,pazige43@brightmail.dev,16-04-2025,growth,8KAXJ8TM,no
SGN-4-000229,gomimi43@corvus.org,28-01-2025,starter,,yes
SGN-4-000230,kegudu98@delta-post.net,14-08-2025,scale,3Y09ERAT,yes
SGN-4-000231,subebo30@brightmail.dev,09-12-2025,scale,,no
SGN-4-000232,dalelo74@corvus.org,24-10-2025,starter,,yes
SGN-4-000233,dagabi82@brightmail.dev,28-07-2024,scale,X66RNZB0,yes
SGN-4-000234,nufeda14@arcline.io,13-10-2024,starter,NRDEGXT2,no
SGN-4-000235,kemecu86@eastwind.co,14-06-2024,scale,6TXWBSI3,no
SGN-4-000236,polima22@brightmail.dev,21-11-2024,scale,POEYUD8Y,yes
SGN-4-000237,tekori64@corvus.org,01-11-2024,growth,,no
SGN-4-000238,soraki72@arcline.io,11-03-2025,growth,YWS18EVD,yes
SGN-4-000239,nuzofe79@eastwind.co,17-04-2025,scale,NDVRSSE0,yes
SGN-4-000240,verati65@brightmail.dev,02-11-2025,growth,,no
SGN-4-000241,vufigi32@arcline.io,24-02-2024,starter,,yes
SGN-4-000242,mogazi61@arcline.io,06-04-2024,starter,,no
SGN-4-000243,rigasi27@corvus.org,19-11-2025,starter,,no
SGN-4-000244,nurusu90@delta-post.net,27-02-2024,growth,,no
SGN-4-000245,riduni87@brightmail.dev,18-07-2025,growth,XMOHJ3XX,yes
SGN-4-000246,goveti59@brightmail.dev,11-09-2025,scale,O8D6RL0C,no
SGN-4-000247,supake40@corvus.org,07-08-2024,starter,,no
SGN-4-000248,renuvo35@delta-post.net,07-08-2025,starter,64KE9N0O,yes
SGN-4-000249,sigeve46@arcline.io,15-12-2024,starter,,yes
SGN-4-000250,nezuzu70@delta-post.net,24-12-2025,growth,B1B6QACQ,no
SGN-4-000251,gisifa20@brightmail.dev,21-10-2024,starter,,no
SGN-4-000252,nugude38@arcline.io,13-11-2024,starter,,yes
SGN-4-000253,musivu47@delta-post.net,01-09-2024,growth,,yes
SGN-4-000254,zubamo20@delta-post.net,26-05-2025,growth,,yes
SGN-4-000255,zaveba43@eastwind.co,08-04-2025,scale,3D3FFLAW,yes
SGN-4-000256,fakate68@arcline.io,26-01-2025,growth,VEPZIM6X,yes
SGN-4-000257,mipopa34@brightmail.dev,01-05-2024,growth,RZ2HJ6JW,yes
SGN-4-000258,nik une69@brightmail.dev,12-05-2024,scale,QN51SH93,yes
SGN-4-000259,vilika44@brightmail.dev,11-07-2024,growth,818LEMVL,no
SGN-4-000260,cozeke18@arcline.io,16-03-2025,starter,,yes
SGN-4-000261,sukebi85@corvus.org,22-11-2024,growth,6URNTOYD,no
SGN-4-000262,gefiri94@delta-post.net,25-09-2024,growth,,yes
SGN-4-000263,ketipe48@delta-post.net,27-01-2024,scale,UGFB5W9A,yes
SGN-4-000264,necene64@brightmail.dev,10-08-2024,starter,,no
SGN-4-000265,nucebe56@brightmail.dev,03-04-2025,scale,,yes
SGN-4-000266,nubomu93@arcline.io,02-07-2024,scale,UZ0NXEQU,no
SGN-4-000267,kopafa47@corvus.org,05-11-2024,scale,,yes
SGN-4-000268,ganuse55@brightmail.dev,01-01-2024,starter,1S9PY4CV,no
SGN-4-000269,nedamu44@delta-post.net,05-11-2024,starter,,yes
SGN-4-000270,bamoda85@arcline.io,25-08-2024,scale,07XUP696,no
SGN-4-000271,gezece54@brightmail.dev,18-12-2024,starter,66DDQWYX,yes
SGN-4-000272,mezupe20@corvus.org,10-06-2024,scale,27WNUSB8,yes
SGN-4-000273,nigume66@corvus.org,24-07-2025,starter,HDIQXLD0,yes
SGN-4-000274,retega22@delta-post.net,11-07-2024,scale,,yes
SGN-4-000275,famenu40@arcline.io,08-08-2024,starter,,no
SGN-4-000276,neneto57@arcline.io,06-01-2025,growth,H48KUKGQ,no
SGN-4-000277,surape85@arcline.io,25-12-2024,growth,QZHG24HB,no
SGN-4-000278,desoba84@eastwind.co,,growth,,no
SGN-4-000279,cicozu90@eastwind.co,05-09-2024,scale,GSL1XEJS,yes
SGN-4-000280,rovoru94@corvus.org,06-10-2024,scale,9FXDMD00,no
SGN-4-000281,surica62@brightmail.dev,15-12-2025,scale,,yes
SGN-4-000282,kezotu32@corvus.org,10-02-2025,growth,,yes
SGN-4-000283,cabaka96@brightmail.dev,13-11-2024,growth,U5FLIY9C,yes
SGN-4-000284,nifivo11@corvus.org,20-02-2025,starter,54AT2YMY,yes
SGN-4-000285,ladake42@corvus.org,22-12-2025,growth,3K2ORU7P,yes
SGN-4-000286,biriza67@eastwind.co,14-03-2025,starter,,yes
SGN-4-000287,seraso25@brightmail.dev,04-06-2024,scale,0P3ABCEK,yes
SGN-4-000288,gorabu83@brightmail.dev,05-10-2024,starter,,no
SGN-4-000289,bimase20@eastwind.co,11-05-2024,scale,,yes
SGN-4-000290,zafigi22@arcline.io,10-08-2024,starter,,yes
SGN-4-000291,seveto32@arcline.io,04-11-2024,growth,HOFFDEEC,yes
SGN-4-000292,lecuse59@delta-post.net,14-07-2025,starter,,yes
SGN-4-000293,cobako62@arcline.io,14-02-2024,scale,V79BMK25,no
SGN-4-000294,docefa51@brightmail.dev,14-02-2024,starter,TQO9W4K3,no
SGN-4-000295,gururi36@brightmail.dev,24-10-2025,scale,HSXLCYM0,no
SGN-4-000296,duziza31@brightmail.dev,26-02-2024,starter,V5DE9L9O,yes
SGN-4-000297,cafufe43@eastwind.co,03-08-2025,scale,GG87BQ92,no
SGN-4-000298,fagobi15@eastwind.co,26-05-2025,growth,FDYZV183,no
SGN-4-000299,posimi34@delta-post.net,09-09-2025,scale,,yes
SGN-4-000300,cevozu96@corvus.org,27-05-2024,starter,,yes
SGN-4-000301,vivita28@brightmail.dev,07-06-2024,scale,,no
SGN-4-000302,fuseti34@corvus.org,03-01-2024,scale,C1GIBP8O,yes
SGN-4-000303,gosuvu39@arcline.io,07-08-2024,starter,,yes
SGN-4-000304,farene66@delta-post.net,28-09-2025,scale,,yes
SGN-4-000305,molege14@corvus.org,10-04-2025,scale,SGLG372F,yes
SGN-4-000306,libese59@delta-post.net,12-04-2024,growth,TYT9OBKA,yes
SGN-4-000307,manina40@arcline.io,28-05-2025,scale,,yes
SGN-4-000308,geliki28@eastwind.co,22-02-2025,growth,,yes
SGN-4-000309,cesebo41@corvus.org,22-08-2025,growth,,no
SGN-4-000310,bitonu44@brightmail.dev,03-12-2025,scale,EYSXFILR,no
SGN-4-000311,labuvi54@corvus.org,20-10-2025,starter,JOZSC1B3,yes
SGN-4-000312,bikobo55@eastwind.co,,starter,,no
SGN-4-000313,vivuvu30@delta-post.net,18-08-2025,scale,D6YJUGZ8,no
SGN-4-000314,badosi40@eastwind.co,06-08-2024,growth,,no
SGN-4-000315,luzuma87@@eastwind.co,09-09-2024,starter,2R69PGI8,yes
SGN-4-000316,loguba52@delta-post.net,25-12-2024,growth,,yes
SGN-4-000317,latuka96@corvus.org,13-05-2025,starter,,yes
SGN-4-000318,sazabi81@arcline.io,04-01-2024,scale,J86KRL5S,no
SGN-4-000319,nedatu13@arcline.io,09-04-2024,starter,,yes
SGN-4-000320,fetifo86@eastwind.co,02-03-2025,growth,OJTF7JQ5,yes
SGN-4-000321,pukufe96@corvus.org,28-12-2024,growth,YLFWK37C,yes
SGN-4-000322,nozasu26@brightmail.dev,10-05-2025,starter,,yes
SGN-4-000323,vipiko60@eastwind.co,10-10-2024,scale,PT5PJ4LC,no
SGN-4-000324,numepa13@eastwind.co,26-10-2025,scale,UMRZ0KYN,yes
SGN-4-000325,kesicu62@delta-post.net,21-11-2024,scale,,yes
SGN-4-000326,dilati12@delta-post.net,14-11-2024,scale,,yes
SGN-4-000327,vuzuze10@corvus.org,13-03-2025,growth,BINT1WI4,no
SGN-4-000328,padumi54@intranet,24-06-2025,scale,6CEIMR7E,yes
SGN-4-000329,lenune57@delta-post.net,16-11-2024,scale,0BQBK4Z8,yes
SGN-4-000330,roluba83@delta-post.net,07-09-2025,scale,,no
SGN-4-000331,porisu75@delta-post.net,18-08-2024,scale,BU3LZHZ9,yes
SGN-4-000332,fokeza78@corvus.org,03-10-2024,starter,LJ2Q1OYF,no
SGN-4-000333,kimubi48@delta-post.net,26-07-2024,scale,0YLV9RZR,yes
SGN-4-000334,lecanu77@brightmail.dev,24-05-2025,scale,,yes
SGN-4-000335,gigufe36@eastwind.co,17-05-2024,scale,JZ240BT1,no
SGN-4-000336,daleco22@eastwind.co,18-10-2025,growth,,no
SGN-4-000337,rizini94@brightmail.dev,10-07-2025,scale,,yes
SGN-4-000338,vubobi69@delta-post.net,05-06-2024,scale,,yes
SGN-4-000339,fobome95@arcline.io,09-10-2025,growth,WX9W81U3,yes
SGN-4-000340,dalezi94@corvus.org,01-04-2024,starter,,no
SGN-4-000341,duzadu84@brightmail.dev,28-03-2024,scale,,no
SGN-4-000342,mamupi85@arcline.io,09-07-2025,scale,R9ZQ1L25,yes
SGN-4-000343,velodi67@brightmail.dev,19-11-2025,growth,8IC69PRM,no
SGN-4-000344,gofufo22@corvus.org,21-03-2024,starter,SFKASNI9,no
SGN-4-000345,cibiko21@corvus.org,03-02-2025,starter,,no
SGN-4-000346,mocevo80@arcline.io,23-05-2025,starter,,no
SGN-4-000347,sekiri79@arcline.io,10-04-2024,scale,,no
SGN-4-000348,celaso67@brightmail.dev,07-05-2025,scale,,no
SGN-4-000349,rakumu74@arcline.io,25-08-2025,growth,,yes
SGN-4-000350,vekoge35@arcline.io,14-08-2025,growth,,yes
SGN-4-000351,pevamo35@brightmail.dev,12-03-2025,scale,GPOHGZHG,no
SGN-4-000352,zetoki94@eastwind.co,15-10-2025,scale,UZQQ5HKP,yes
SGN-4-000353,kokana90@delta-post.net,07-09-2024,starter,FKJXTUHN,no
SGN-4-000354,fumolo41@delta-post.net,19-02-2024,growth,2LC662UR,yes
SGN-4-000355,tanube83@brightmail.dev,11-09-2025,scale,BEU2PU1Y,no
SGN-4-000356,zovezo97@eastwind.co,14-06-2024,growth,RE6U5VNX,no
SGN-4-000357,peneza41@arcline.io,13-09-2025,growth,66JUX3BY,yes
