ref,contact_email,enrolled_on,plan_tier,referral_code,opt_in
SGN-6-000058,cizero11@delta-post.net,20-01-2024,growth,W8219FTF,yes
SGN-6-000059,bapocu80@arcline.io,,growth,TDMUWX3J,yes
SGN-6-000060,mazilo89@corvus.org,26-02-2024,growth,Y3C5AEII,yes
,peluda40@eastwind.co,17-07-2024,starter,,no
SGN-6-000062,purisa87@corvus.org,28-11-2024,scale,,no
SGN-6-000063,divedu22@brightmail.dev,07-08-2025,starter,,no
SGN-6-000064,dimemu33@arcline.io,01-06-2025,growth,V4OJ80NH,no
SGN-6-000065,sogusi26@brightmail.dev,23-11-2025,scale,IR957YSQ,no
SGN-6-000066,dimunu43@eastwind.co,18-05-2024,scale,BU2WJOKG,yes
SGN-6-000067,bunibe39@corvus.org,10-12-2025,starter,,yes
SGN-6-000068,figile83@brightmail.dev,14-09-2025,growth,E2MFLWQW,yes
SGN-6-000069,girone44@corvus.org,07-08-2025,starter,,no
SGN-6-000070,ropuro98@eastwind.co,25-07-2024,scale,,yes
SGN-6-000071,kodefi18@arcline.io,24-10-2025,starter,T63T4MI5,no
SGN-6-000072,pelunu65@delta-post.net,21-04-2025,starter,G9F25L98,yes
SGN-6-000073,bifuse54@brightmail.dev,22-06-2025,scale,,yes
SGN-6-000074,norama22@brightmail.dev,13-07-2024,starter,4SVM66M1,yes
SGN-6-000075,tosunu62@delta-post.net,14-09-2024,scale,,yes
SGN-6-000076,zanegu40@corvus.org,16-06-2024,starter,,no
,bezobo58@corvus.org,14-06-2025,scale,3WELIXC8,yes
SGN-6-000078,cegibu35@brightmail.dev,18-04-2025,starter,NC512I4V,no
SGN-6-000079,bikire81@brightmail.dev,26-08-2025,starter,,no
SGN-6-000080,zilofo78@eastwind.co,,starter,,yes
SGN-6-000081,pibile64@brightmail.dev,26-04-2025,scale,XJTNHKYP,no
SGN-6-000082,zogafo29@corvus.org,08-11-2024,scale,,yes
SGN-6-000083,minefo57@eastwind.co,15-05-2025,starter,,no
SGN-6-000084,befozi75@corvus.org,16-09-2025,growth,CNX795BP,no
SGN-6-000085,tatoru17@delta-post.net,03-09-2024,growth,,yes
SGN-6-000086,dasocu43@eastwind.co,27-04-2024,scale,CUAGHBPR,no
SGN-6-000087,vemoke79@arcline.io,20-08-2025,growth,,no
SGN-6-000088,dotase42@delta-post.net,23-05-2024,scale,,no
SGN-6-000089,konasu59@corvus.org,16-08-2025,growth,H34DLHIX,no
SGN-6-000090,sucuzo78@eastwind.co,09-02-2024,scale,3YHT1HS0,yes
SGN-6-000091,ludago78@delta-post.net,10-02-2025,scale,TAGVGBJP,no
SGN-6-000092,patake33@corvus.org,03-09-2024,scale,,yes
SGN-6-000093,cegedu86@corvus.org,04-09-2024,growth,GFAJFLUQ,yes
SGN-6-000094,duseco17@eastwind.co,05-12-2024,scale,,no
SGN-6-000095,kepori40@arcline.io,04-06-2024,starter,55VPDD73,no
SGN-6-000096,babeni35@arcline.io,08-12-2024,starter,,yes
SGN-6-000097,zazana38@arcline.io,25-06-2025,scale,0ROFQF1O,no
SGN-6-000098,gocape42@brightmail.dev,01-07-2025,growth,,no
SGN-6-000099,gebuge36@brightmail.dev,09-03-2025,scale,,yes
SGN-6-000100,voruzi92@arcline.io,25-02-2024,growth,IGAKJMDK,yes
SGN-6-000101,pipuso47@eastwind.co,17-03-2024,growth,,yes
SGN-6-000102,@arcline.io,16-06-2024,scale,,yes
SGN-6-000103,gozeza58@delta-post.net,09-12-2025,scale,7Q7G1U0I,no
SGN-6-000104,fugelo90@eastwind.co,14-10-2025,scale,NY4QAPRM,yes
SGN-6-000105,fosavi62@delta-post.net,24-03-2024,scale,,yes
SGN-6-000106,pivori15@eastwind.co,09-10-2024,growth,B2ZWHOF5,yes
SGN-6-000107,momipe75@brightmail.dev,24-11-2024,scale,UEWJXHFS,yes
SGN-6-000108,zoruku24@eastwind.co,06-09-2024,starter,BT4G02DP,yes
SGN-6-000109,robeti63@brightmail.dev,20-10-2024,growth,,yes
SGN-6-000110,mudozo86@eastwind.co,17-11-2025,growth,ENHP2565,yes
SGN-6-000111,gusolu73@arcline.io,22-12-2025,growth,,yes
SGN-6-000112,nerese87@eastwind.co,,growth,MVBTQMLV,no
SGN-6-000113,kameta11@delta-post.net,01-03-2025,scale,,no
SGN-6-000114,divive29@delta-post.net,22-07-2024,growth,,no
SGN-6-000115,kepudo18@brightmail.dev,17-05-2025,scale,ELPYDHN5,yes
SGN-6-000116,bacogu48@arcline.io,02-09-2025,starter,,yes
SGN-6-000117,fitini43@brightmail.dev,11-07-2025,growth,,yes
SGN-6-000118,todetu31@arcline.io,22-03-2024,growth,XINNRPWX,no
SGN-6-000119,nobece88@corvus.org,22-02-2024,scale,EVZEIJMZ,no
SGN-6-000120,kopupe77@corvus.org,21-06-2025,scale,,yes
SGN-6-000121,rareme60@delta-post.net,14-01-2025,starter,GX1M5A2I,yes
SGN-6-000122,pudemu47@arcline.io,12-08-2025,starter,OP9ZPRXR,no
SGN-6-000123,nupasa38@delta-post.net,08-09-2025,scale,,yes
SGN-6-000124,cecobu39@corvus.org,22-11-2024,scale,,yes
SGN-6-000125,sibini46@corvus.org,17-11-2024,starter,,no
SGN-6-000126,sogazu42@arcline.io,01-11-2024,starter,M8AUNUKB,yes
SGN-6-000127,tocezu26@arcline.io,19-03-2025,growth,4YG8ISIF,yes
SGN-6-000128,bisuzo55@eastwind.co,19-02-2024,scale,41ZZDPEC,no
SGN-6-000129,tifoza71@brightmail.dev,04-09-2025,scale,XH3JH41R,yes
SGN-6-000130,bopuri76@arcline.io,27-03-2025,scale,XP705BST,no
SGN-6-000131,rororu69@brightmail.dev,02-09-2025,growth,S3SAOO2P,yes
SGN-6-000132,maguco57@arcline.io,21-02-2025,scale,,yes
SGN-6-000133,gudoni44@brightmail.dev,25-06-2025,starter,8ZIZL2VY,yes
SGN-6-000134,legeco80@arcline.io,04-11-2025,starter,RC78OQV9,yes
SGN-6-000135,pekufe14@brightmail.dev,17-02-2025,growth,D51O8KPY,no
SGN-6-000136,nulona17@arcline.io,10-04-2024,scale,,yes
SGN-6-000137,dizubu31@delta-post.net,09-03-2024,growth,VHMNOAXT,no
SGN-6-000138,zogara87@@arcline.io,12-12-2024,starter,E4Z7CLU2,no
SGN-6-000139,nusuto28@delta-post.net,12-08-2025,starter,IZNOLTSD,no
SGN-6-000140,tumifo36@corvus.org,20-08-2025,growth,,yes
SGN-6-000141,moteke75@corvus.org,03-11-2025,starter,4VQBRP37,no
SGN-6-000142,cinoku40@arcline.io,01-09-2024,starter,7N1EM7VI,no
SGN-6-000143,cisara24@brightmail.dev,14-10-2025,scale,,yes
SGN-6-000144,pozuso93@delta-post.net,01-10-2025,growth,GNF7OMC5,yes
SGN-6-000145,popama39@delta-post.net,10-08-2025,growth,,yes
SGN-6-000146,zitimi55@eastwind.co,03-10-2024,growth,,yes
SGN-6-000147,noteni49@eastwind.co,20-11-2025,starter,,yes
SGN-6-000148,fegemo92@arcline.io,08-06-2024,starter,,no
SGN-6-000149,ramade23@brightmail.dev,03-08-2025,scale,,yes
SGN-6-000150,ludoca15@delta-post.net,25-11-2025,scale,F0C0N1SX,no
SGN-6-000151,nusupi47@eastwind.co,21-04-2025,starter,LRQRVV58,no
SGN-6-000152,tubomo13@corvus.org,10-02-2024,growth,70GL9T45,no
SGN-6-000153,nedalu83@arcline.io,16-05-2025,starter,,no
SGN-6-000154,kinasu83@delta-post.net,27-08-2025,growth,,no
SGN-6-000155,fekala52@corvus.org,27-08-2024,scale,S24OWG6I,yes
SGN-6-000156,gazale75@corvus.org,24-03-2025,growth,J9C8ZPFX,yes
SGN-6-000157,pipubu90@eastwind.co,04-02-2024,growth,,yes
SGN-6-000158,logelo48@corvus.org,10-10-2024,scale,UEI33WEZ,yes
SGN-6-000159,sineku67@delta-post.net,07-08-2025,scale,,no
SGN-6-000160,magipi82@corvus.org,25-05-2025,scale,,no
SGN-6-000161,mafolo68@brightmail.dev,09-03-2024,growth,,yes
SGN-6-000162,fegiba46@eastwind.co,25-04-2024,starter,FAMM5X88,no
SGN-6-000163,levavu31@delta-post.net,17-10-2024,starter,,no
SGN-6-000164,catapi46@brightmail.dev,06-11-2025,growth,,no
SGN-6-000165,vagemu99@arcline.io,14-09-2025,starter,,yes
SGN-6-000166,nudete18@corvus.org,24-08-2024,starter,82MJHCD8,yes
SGN-6-000167,tamata32@arcline.io,02-11-2025,starter,V4LL1WVG,yes
SGN-6-000168,pozosi18@brightmail.dev,09-04-2024,starter,,no
SGN-6-000169,fecema76@eastwind.co,16-11-2025,growth,,no
SGN-6-000170,bivacu29@arcline.io,28-09-2025,starter,QL84Q05T,no
SGN-6-000171,fegaro26@brightmail.dev,25-06-2025,scale,6SO7QH08,no
SGN-6-000172,zusesi30@corvus.org,14-10-2024,scale,,no
SGN-6-000173,govifo34@arcline.io,03-03-2025,starter,,no
SGN-6-000174,fadoke36@brightmail.dev,20-04-2025,scale,,yes
SGN-6-000175,virovo63@corvus.org,01-07-2025,starter,,no
SGN-6-000176,caniki93@corvus.org,13-06-2025,starter,VPF1QKZS,yes
SGN-6-000177,ditifi45@eastwind.co,02-07-2025,scale,,yes
SGN-6-000178,mecoco19@eastwind.co,17-05-2024,growth,,no
SGN-6-000179,bubico57@corvus.org,11-10-2024,growth,,no
SGN-6-000180,figutu61@arcline.io,04-09-2024,starter,,yes
SGN-6-000181,pokedu34@eastwind.co,24-09-2024,starter,667OBQQ1,yes
SGN-6-000182,tofidu16@corvus.org,01-08-2024,scale,,yes
SGN-6-000183,pecara76@eastwind.co,10-11-2024,scale,,yes
SGN-6-000184,gocila94@delta-post.net,08-10-2025,starter,,yes
SGN-6-000185,bubuma67@arcline.io,08-04-2025,starter,,no
SGN-6-000186,sivabi69@brightmail.dev,10-03-2025,starter,,yes
SGN-6-000187,sazeto66@brightmail.dev,18-08-2025,growth,,yes
SGN-6-000188,kupimu68@arcline.io,12-01-2024,scale,,yes
SGN-6-000189,pup ede47@corvus.org,13-01-2024,growth,,no
SGN-6-000190,dabase78@delta-post.net,19-04-2025,growth,,yes
SGN-6-000191,padipi50@eastwind.co,11-04-2024,starter,70S6FIWD,no
SGN-6-000192,varone69@arcline.io,27-08-2024,starter,4CL9Q2Y9,yes
SGN-6-000193,ginola95@brightmail.dev,24-09-2024,starter,FEZGMK56,no
SGN-6-000194,gasafi44@delta-post.net,23-05-2024,scale,J2NZQFXY,yes
SGN-6-000195,mamaci64@eastwind.co,20-02-2025,growth,VMOYAJWN,yes
SGN-6-000196,bedupo82@corvus.org,20-03-2024,growth,,yes
SGN-6-000197,zekeze80@delta-post.net,22-09-2024,scale,1QD5BSZ0,yes
SGN-6-000198,safodi92@corvus.org,23-10-2025,scale,,no
SGN-6-000199,gikobu44@arcline.io,06-05-2024,scale,,yes
SGN-6-000200,deduda32@eastwind.co,28-06-2024,scale,,yes
SGN-6-000201,kusuvo48@corvus.org,02-07-2024,growth,,yes
SGN-6-000202,sadase88@arcline.io,25-03-2025,growth,3KTOW2TJ,yes
SGN-6-000203,tocutu92@delta-post.net,18-09-2025,scale,XQRN1D7V,no
SGN-6-000204,maluto99@corvus.org,08-03-2024,starter,,yes
SGN-6-000205,nipume61@corvus.org,26-05-2025,growth,,no
SGN-6-000206,pugazo98@brightmail.dev,21-11-2025,growth,61XAIAZB,yes
SGN-6-000207,nifefe73@corvus.org,23-08-2025,starter,RRYOZWOQ,no
SGN-6-000208,ruvuli91@corvus.org,18-03-2024,starter,03KC78M4,no
SGN-6-000209,sulege50@delta-post.net,20-09-2024,starter,HHRW1K6T,yes
SGN-6-000210,mosera46@eastwind.co,02-12-2024,starter,,yes
SGN-6-000211,sevifo41@eastwind.co,06-11-2024,scale,,no
SGN-6-000212,rusasa93@delta-post.net,25-08-2024,scale,4J5RRKFS,yes
SGN-6-000213,ridatu14@brightmail.dev,08-12-2024,growth,SFBMYP2F,no
SGN-6-000214,vatopo70@brightmail.dev,28-09-2024,starter,VHCLPD6V,yes
SGN-6-000215,maguge54@arcline.io,27-07-2025,growth,F1M32T6C,no
SGN-6-000216,leziki68@eastwind.co,24-04-2025,starter,,yes
SGN-6-000217,gedubo45@corvus.org,27-06-2025,scale,,yes
SGN-6-000218,zovufe82@eastwind.co,09-08-2024,starter,8CXBLAER,no
SGN-6-000219,comave57@eastwind.co,27-04-2025,growth,7VR6MFFJ,no
SGN-6-000220,ronaki47@eastwind.co,05-02-2024,starter,,yes
SGN-6-000221,dulede89@delta-post.net,12-05-2025,growth,1VNGD6GG,no
SGN-6-000222,miduke67@delta-post.net,04-04-2024,starter,,yes
SGN-6-000223,kodina54@corvus.org,22-11-2024,growth,DMQAL4W0,no
SGN-6-000224,boleno74@arcline.io,17-07-2025,starter,0L5P0APB,no
,dukepo79@arcline.io,03-09-2025,growth,7RPJ53XS,yes
SGN-6-000226,linimi41@brightmail.dev,16-09-2025,growth,QNSME6MT,no
SGN-6-000227,tifura36@arcline.io,09-02-2025,starter,,no
SGN-6-000228,bomivi18@arcline.io,09-02-2024,growth,,no
SGN-6-000229,cusogi35@eastwind.co,24-10-2024,starter,LLK9PSK0,yes
SGN-6-000230,letivi51@eastwind.co,06-09-2025,starter,AA74SKNL,yes
SGN-6-000231,vopoga97@delta-post.net,07-02-2024,scale,OPOBWC4Z,no
SGN-6-000232,mafidu83@brightmail.dev,21-08-2025,starter,7QMG8TOJ,yes
SGN-6-000233,micila34@brightmail.dev,20-01-2025,growth,M1UY6SXY,no
SGN-6-000234,gomago74@brightmail.dev,13-01-2024,starter,EMACAWPJ,no
SGN-6-000235,feluda10@brightmail.dev,01-07-2024,growth,5WYIGVHD,no
SGN-6-000236,soruki75@brightmail.dev,14-10-2024,starter,04TKOG5F,no
SGN-6-000237,pozimo90@arcline.io,22-11-2025,growth,R2EN31XJ,no
SGN-6-000238,fibadu41@delta-post.net,09-09-2025,scale,PY7BUGEY,yes
SGN-6-000239,cesomi13@arcline.io,15-05-2025,growth,NQ22FYJV,yes
SGN-6-000240,serita51@delta-post.net,14-05-2024,growth,,no
SGN-6-000241,zudiga35@delta-post.net,04-08-2025,growth,N9TOHJO1,yes
SGN-6-000242,vazupi27@intranet,08-06-2025,scale,,yes
SGN-6-000243,sakapa61@brightmail.dev,07-05-2025,growth,,no
SGN-6-000244,cakipe97@delta-post.net,13-04-2024,growth,,yes
SGN-6-000245,konale51@delta-post.net,01-03-2024,starter,HQQ4U8FJ,yes
SGN-6-000246,nuparu61@brightmail.dev,25-12-2025,growth,78TXS9CZ,yes
SGN-6-000247,camude91@corvus.org,01-08-2024,growth,ZA5B5FSM,yes
SGN-6-000248,zopana99@corvus.org,01-04-2024,starter,ED7JJJFY,no
SGN-6-000249,cabasi54@brightmail.dev,15-12-2025,starter,EW6XZ70M,no
SGN-6-000250,gucisi68@delta-post.net,27-03-2024,starter,WA4C21DD,yes
SGN-6-000251,kudafu81@delta-post.net,05-11-2024,growth,YNVA9HLF,yes
SGN-6-000252,napake64@delta-post.net,16-03-2025,scale,KCA54XEX,no
SGN-6-000253,nocupi90@brightmail.dev,13-09-2025,starter,7T11U4NQ,yes
SGN-6-000254,mikupu89@brightmail.dev,05-02-2025,starter,,yes
SGN-6-000255,nucebi99@corvus.org,24-11-2025,scale,,yes
SGN-6-000256,sukoru19@eastwind.co,08-03-2024,growth,,no
SGN-6-000257,banusu70@corvus.org,20-01-2025,growth,YHHZM8GW,yes
SGN-6-000258,bifuge95@delta-post.net,19-08-2024,starter,,no
SGN-6-000259,koboko91@eastwind.co,20-06-2024,growth,,no
SGN-6-000260,gokuki45@eastwind.co,09-11-2025,growth,1WXUG2FP,yes
SGN-6-000261,robipa99@arcline.io,25-10-2025,starter,,no
SGN-6-000262,kimica84@corvus.org,07-06-2024,growth,D7PEWRKL,yes
SGN-6-000263,dipabo43@corvus.org,07-02-2024,scale,,no
SGN-6-000264,gobetu57@delta-post.net,14-05-2024,growth,0DSBA0YG,no
SGN-6-000265,pacefu67@corvus.org,05-07-2025,starter,628TPHFL,no
SGN-6-000266,matufu67@eastwind.co,22-12-2024,scale,PBQAJY2V,yes
SGN-6-000267,cazezo81@brightmail.dev,01-09-2024,scale,TGUOENCJ,yes
,musika50@delta-post.net,09-07-2024,starter,,no
SGN-6-000269,netulu95@corvus.org,02-10-2025,scale,D82TJ0RH,yes
SGN-6-000270,cozide66@delta-post.net,18-07-2024,growth,9AVUXD3K,yes
SGN-6-000271,ravale74@delta-post.net,26-09-2025,growth,W909PKFN,no
,lupamu90@arcline.io,08-11-2025,growth,,no
SGN-6-000273,piradu98@delta-post.net,06-12-2025,scale,1UR0G1EU,yes
SGN-6-000274,nikeki31@eastwind.co,21-05-2025,starter,,no
SGN-6-000275,mozeko45@brightmail.dev,24-07-2025,starter,Z1BI0RWY,no
SGN-6-000276,dunene28@delta-post.net,10-05-2025,growth,EBPXZN8Z,yes
SGN-6-000277,cafemo12@corvus.org,10-07-2024,starter,3RSN3DRS,no
SGN-6-000278,zodika50@corvus.org,12-06-2024,growth,6K04M4KJ,no
SGN-6-000279,gosopo13@corvus.org,12-10-2025,starter,,yes
SGN-6-000280,loseli95@corvus.org,19-01-2025,growth,,no
SGN-6-000281,vekicu81@delta-post.net,22-04-2025,starter,,no
SGN-6-000282,lakedi92@arcline.io,08-12-2024,scale,SQ7NCOKM,no
SGN-6-000283,fafoti52@brightmail.dev,20-11-2025,scale,,no
SGN-6-000284,nekebo43@brightmail.dev,18-11-2025,starter,,no
SGN-6-000285,zagudu44@delta-post.net,01-03-2024,growth,,no
SGN-6-000286,vizute61@delta-post.net,26-10-2025,growth,KSCL8JCO,no
SGN-6-000287,netozi75@delta-post.net,08-02-2025,starter,T2KX4LHU,no
SGN-6-000288,fivita57@arcline.io,04-08-2024,scale,JR16R4ZK,no
SGN-6-000289,rorame60@delta-post.net,08-05-2025,growth,CTI5KKLM,yes
SGN-6-000290,volopi86@brightmail.dev,25-02-2025,scale,HK9F8T44,no
SGN-6-000291,namumi52@delta-post.net,01-03-2025,scale,UGV1ULFP,yes
SGN-6-000292,kerumi36@arcline.io,13-09-2024,growth,FXI2ID7N,yes
SGN-6-000293,gibefi58@corvus.org,13-04-2024,starter,,no
SGN-6-000294,megumi50@arcline.io,01-11-2025,starter,R0D9O1WX,yes
SGN-6-000295,lilomo91@delta-post.net,21-05-2025,scale,TWQ39LT0,yes
SGN-6-000296,ramoka26@eastwind.co,26-08-2024,growth,,yes
SGN-6-000297,sabodo68@corvus.org,17-09-2025,growth,2F858SAQ,yes
SGN-6-000298,masoko23@corvus.org,20-11-2025,scale,,yes
SGN-6-000299,kipebu86@brightmail.dev,18-03-2024,scale,7K4WRX1F,no
SGN-6-000300,repaca64@delta-post.net,15-12-2024,starter,DGHIVEVO,no
SGN-6-000301,purege21@eastwind.co,01-03-2025,growth,GNT6M850,no
SGN-6-000302,zunina88@delta-post.net,27-04-2025,starter,,no
SGN-6-000303,nudize26@delta-post.net,26-06-2025,scale,,no
SGN-6-000304,zofupu27@delta-post.net,02-03-2025,growth,JXYLL375,yes
SGN-6-000305,tovubi93@brightmail.dev,08-06-2024,growth,,no
SGN-6-000306,fibebu38@corvus.org,20-10-2025,growth,,yes
SGN-6-000307,loloce20@corvus.org,16-12-2025,starter,1Y0VXVKE,yes
SGN-6-000308,kinocu97@arcline.io,04-09-2025,scale,HFHJNS5L,yes
SGN-6-000309,takete16@arcline.io,04-10-2024,scale,,yes
SGN-6-000310,nigedi93@corvus.org,22-03-2024,growth,OFXYP9VE,yes
,nicalu10@delta-post.net,27-06-2024,growth,2FOAQ7GD,no
SGN-6-000312,velova10@eastwind.co,26-09-2025,scale,S08OCVTT,no
SGN-6-000313,liteci46@eastwind.co,25-03-2025,growth,M7V4I6ZN,no
SGN-6-000314,gasava80@eastwind.co,22-01-2024,scale,K9AGALPK,no
SGN-6-000315,gipiva43@delta-post.net,21-10-2024,scale,GMBTCP2L,yes
SGN-6-000316,zuvule84@eastwind.co,23-11-2025,scale,YR76RAGS,no
,mobaro48@corvus.org,23-09-2025,starter,4QO4Z166,no
SGN-6-000318,vucuze37@eastwind.co,09-12-2024,scale,M9RAP9HO,no
SGN-6-000319,kozodi46@arcline.io,06-09-2024,growth,,yes
SGN-6-000320,kokigu70@brightmail.dev,04-08-2024,starter,HFBT78NB,yes
SGN-6-000321,raruru15@arcline.io,15-08-2024,starter,,yes
SGN-6-000322,zotoga27@corvus.org,03-06-2025,scale,6QIVT0T9,no
SGN-6-000323,lopopi97@brightmail.dev,08-10-2024,scale,8DJ7HMPO,no
SGN-6-000324,kukosu20@brightmail.dev,14-08-2025,starter,H7TSGGH7,yes
SGN-6-000325,nuzobe24@eastwind.co,,starter,NTGQ5UL1,no
SGN-6-000326,corona41@delta-post.net,17-04-2025,starter,,no
SGN-6-000327,vesilo18@brightmail.dev,08-05-2024,scale,OQ3T9ECS,no
SGN-6-000328,cotevi42@@eastwind.co,11-05-2025,scale,5ZCO9ZFW,yes
SGN-6-000329,kudisa30@arcline.io,08-12-2025,growth,,yes
SGN-6-000330,cigazu59@arcline.io,21-05-2024,starter,NM0Y12FH,no
SGN-6-000331,gukera66@delta-post.net,16-04-2025,growth,R31G0LZR,no
SGN-6-000332,lapede93@delta-post.net,16-09-2024,scale,T75UKMRD,yes
SGN-6-000333,zalapo91@eastwind.co,14-03-2024,starter,OQGSE0AM,yes
SGN-6-000334,kerufu40@brightmail.dev,05-11-2025,scale,,no
SGN-6-000335,memuta48@eastwind.co,27-06-2025,growth,ZJA6TG8P,no
SGN-6-000336,nipavi30@delta-post.net,16-06-2024,scale,,yes
SGN-6-000337,rocote75@brightmail.dev,17-05-2024,scale,,yes
SGN-6-000338,gurine94@arcline.io,01-07-2025,starter,,yes
SGN-6-000339,duvata42@corvus.org,15-09-2025,starter,1BNOTTXR,no
SGN-6-000340,keluzo68@eastwind.co,05-07-2025,scale,,yes
SGN-6-000341,dezasu36@corvus.org,05-10-2024,starter,,no
SGN-6-000342,giluro27@arcline.io,15-05-2025,growth,,yes
SGN-6-000343,negaso23@brightmail.dev,18-05-2024,scale,,yes
SGN-6-000344,kenuma95@corvus.org,07-08-2025,starter,TWEJ0BE1,yes
SGN-6-000345,pefazu34@eastwind.co,16-07-2024,growth,P6W3YL88,yes
SGN-6-000346,vinigu82@corvus.org,22-10-2025,starter,0XXTTJTK,no
SGN-6-000347,logaco83@delta-post.net,19-03-2024,starter,VD75ISZE,yes
SGN-6-000348,tomezu71@arcline.io,23-08-2025,scale,,yes
SGN-6-000349,nivave79@brightmail.dev,22-12-2025,growth,,no
SGN-6-000350,garumo22@arcline.io,20-06-2025,starter,,no
SGN-6-000351,citupa46@delta-post.net,24-01-2025,starter,,yes
SGN-6-000352,tutaco58@arcline.io,12-11-2024,scale,RMQ1UP20,yes
SGN-6-000353,vopafi92@delta-post.net,03-11-2025,scale,,no
SGN-6-000354,gegolu57@brightmail.dev,07-07-2025,scale,,no
SGN-6-000355,gevale46@brightmail.dev,23-07-2025,scale,0XJJFFO6,yes
