ref,contact_email,enrolled_on,plan_tier,referral_code,opt_in
SGN-3-000066,tuguza74@corvus.org,09-03-2025,starter,,yes
SGN-3-000067,vizovo20@brightmail.dev,23-12-2025,starter,,no
SGN-3-000068,fakoco19@eastwind.co,08-06-2024,starter,,yes
SGN-3-000069,luzepu32@corvus.org,20-12-2024,scale,0YKOEN4U,yes
SGN-3-000070,nibiri88@corvus.org,12-09-2024,growth,,yes
SGN-3-000071,mizumo29@delta-post.net,15-04-2024,growth,,no
,refasi56@eastwind.co,14-10-2025,scale,,no
SGN-3-000073,cipuni48@delta-post.net,03-09-2025,scale,,yes
SGN-3-000074,tekido17@delta-post.net,09-10-2025,starter,,yes
SGN-3-000075,lazama78@eastwind.co,26-02-2024,growth,WS89XBEP,no
SGN-3-000076,pubizi41@brightmail.dev,08-04-2024,starter,180X1N48,no
SGN-3-000077,mozoce87@corvus.org,04-07-2025,growth,,no
SGN-3-000078,baguca21@delta-post.net,26-01-2024,starter,4BBWLEOX,no
SGN-3-000079,kevana60@eastwind.co,27-01-2024,scale,7CDSQF91,no
SGN-3-000080,cidaka31@@delta-post.net,08-02-2024,growth,,yes
SGN-3-000081,togugo27@eastwind.co,05-02-2025,scale,PQN3R7XY,no
SGN-3-000082,zutafa39@arcline.io,14-10-2024,starter,V3W7N3FX,no
SGN-3-000083,bapocu51@corvus.org,14-06-2025,scale,,yes
SGN-3-000084,danodo94@corvus.org,20-12-2024,scale,,yes
SGN-3-000085,tusore24@delta-post.net,04-05-2024,scale,UGEAC8YY,yes
SGN-3-000086,tubidi55@delta-post.net,24-10-2025,starter,R8CW242T,no
SGN-3-000087,lugizo71@delta-post.net,03-07-2025,scale,8KRS75O4,yes
SGN-3-000088,caviva22@eastwind.co,09-12-2025,scale,,yes
SGN-3-000089,damezu63@corvus.org,19-01-2025,scale,T5827G6R,no
SGN-3-000090,duneko65@eastwind.co,24-06-2025,starter,,no
SGN-3-000091,resira79@corvus.org,18-07-2024,scale,PRWEJV6J,no
SGN-3-000092,liduta60@corvus.org,17-12-2025,scale,O8VLVXQN,no
SGN-3-000093,gumoge31@corvus.org,14-05-2024,starter,,yes
SGN-3-000094,finubo90@arcline.io,22-06-2025,scale,,no
SGN-3-000095,zomonu61@arcline.io,24-07-2024,scale,ZMZA0M9Y,no
SGN-3-000096,rezipu30@delta-post.net,18-10-2024,scale,4WKF60BY,no
SGN-3-000097,bibato54@corvus.org,11-01-2024,starter,,yes
SGN-3-000098,vagipu64@eastwind.co,11-10-2024,starter,74QQK8CQ,no
SGN-3-000099,barupu15@arcline.io,02-09-2024,starter,,no
SGN-3-000100,sekota61@eastwind.co,18-01-2025,scale,UJ3ANZED,yes
SGN-3-000101,linuva31@brightmail.dev,07-11-2024,growth,ZZQH3660,no
SGN-3-000102,seluro49@eastwind.co,19-07-2024,scale,BAFSQ2BX,yes
SGN-3-000103,bumifi29@eastwind.co,24-05-2024,starter,,yes
SGN-3-000104,neporo83@delta-post.net,10-09-2024,growth,9I09Q51T,no
SGN-3-000105,botono66@corvus.org,16-01-2025,scale,,yes
SGN-3-000106,mocudo97@arcline.io,12-11-2025,growth,D5UPAWGT,no
SGN-3-000107,ritoga23@eastwind.co,24-06-2025,starter,XY69Q8G1,yes
SGN-3-000108,cakovo16@delta-post.net,28-06-2024,starter,ILHUN419,no
SGN-3-000109,puzuce62@arcline.io,22-08-2025,starter,FOC385ZT,no
SGN-3-000110,rumoco69@corvus.org,25-12-2024,starter,UFIM2IIM,no
SGN-3-000111,cobini54@arcline.io,06-08-2025,growth,,yes
SGN-3-000112,cemeki45@eastwind.co,16-08-2024,scale,Q66WVPPX,yes
SGN-3-000113,dozati24@brightmail.dev,05-09-2024,growth,,no
SGN-3-000114,kupano79@delta-post.net,28-08-2025,growth,1KJV4IQY,no
SGN-3-000115,rokaze85@brightmail.dev,07-09-2025,starter,,yes
SGN-3-000116,satezu25@delta-post.net,19-12-2024,starter,6CX2E5NZ,no
SGN-3-000117,leloda24@delta-post.net,10-03-2024,starter,6H4GXJIK,yes
SGN-3-000118,vuculo94@arcline.io,13-03-2024,growth,,no
SGN-3-000119,pobino18@corvus.org,09-02-2024,scale,BY3B3G64,yes
SGN-3-000120,pot uki75@corvus.org,04-03-2025,starter,8E1I0I02,no
SGN-3-000121,netuni66@eastwind.co,17-04-2024,starter,,yes
SGN-3-000122,cabile58@arcline.io,23-04-2025,starter,TJU6GBQZ,no
SGN-3-000123,pokuno69@delta-post.net,14-05-2025,scale,,yes
SGN-3-000124,guvefu20@arcline.io,14-04-2024,scale,QZLSUZSS,yes
SGN-3-000125,litofi86@brightmail.dev,,starter,,no
SGN-3-000126,ficuvo67@corvus.org,24-12-2024,growth,,no
SGN-3-000127,tofune80@eastwind.co,19-01-2024,scale,,yes
SGN-3-000128,bezagu45@brightmail.dev,28-05-2024,scale,JQQX3Q6O,no
SGN-3-000129,gazori61@arcline.io,06-04-2024,scale,,yes
SGN-3-000130,sotuvo88@corvus.org,09-12-2025,scale,,no
SGN-3-000131,davini87@corvus.org,07-05-2025,growth,QAQ6QPML,no
SGN-3-000132,bikano76@brightmail.dev,22-05-2025,growth,,yes
SGN-3-000133,pefuka95@eastwind.co,21-03-2024,scale,,yes
SGN-3-000134,tedopo87@corvus.org,01-08-2025,starter,,no
SGN-3-000135,sovere47@delta-post.net,23-05-2025,starter,ZAVAM9HS,yes
SGN-3-000136,vazika64@corvus.org,27-11-2025,growth,N5ANV6BJ,no
SGN-3-000137,tocisu12@arcline.io,02-11-2025,scale,GDE2L0S2,no
SGN-3-000138,zecudo71@corvus.org,10-09-2025,scale,I8H8QX1S,no
SGN-3-000139,fozevu37@arcline.io,27-07-2025,starter,0MUBLTOF,yes
SGN-3-000140,kukefi77@brightmail.dev,21-10-2025,growth,SGZYEZQ8,yes
SGN-3-000141,mapuso69@eastwind.co,07-07-2025,growth,,no
SGN-3-000142,kiguka32@arcline.io,12-10-2024,starter,,no
SGN-3-000143,rusofe91@corvus.org,22-07-2024,scale,T4DR1XFC,yes
SGN-3-000144,sefige60@eastwind.co,25-01-2024,starter,UOGR5PP4,no
SGN-3-000145,ripile60@delta-post.net,07-09-2024,scale,Y7GBQYZB,no
SGN-3-000146,notopa47@corvus.org,15-01-2025,scale,,yes
SGN-3-000147,vomodi52@arcline.io,25-05-2024,scale,G7U992DN,yes
SGN-3-000148,leveni19@delta-post.net,24-11-2025,growth,,yes
SGN-3-000149,vuruso62@delta-post.net,01-03-2025,scale,,no
SGN-3-000150,dibeca52@corvus.org,25-06-2025,starter,31FMJS5J,no
SGN-3-000151,fapeda16@arcline.io,09-12-2024,starter,,yes
SGN-3-000152,lesipo73@brightmail.dev,26-08-2025,scale,6XNMXL7R,no
SGN-3-000153,casaco80@brightmail.dev,19-05-2025,starter,,yes
SGN-3-000154,bovozi96@brightmail.dev,12-04-2024,starter,L3WI3EQJ,yes
SGN-3-000155,lecevu55@brightmail.dev,02-10-2024,scale,BLKPULR8,yes
SGN-3-000156,fatuvi65@corvus.org,27-05-2024,scale,,no
SGN-3-000157,cetera76@brightmail.dev,14-03-2025,scale,REYP6YEA,yes
SGN-3-000158,nakobu39@arcline.io,25-11-2024,growth,WCUK2XM3,no
SGN-3-000159,fepeco20@arcline.io,12-06-2024,growth,WUCVNHWG,yes
SGN-3-000160,furugo41@eastwind.co,17-10-2024,scale,TOTV591W,no
SGN-3-000161,roboge74@arcline.io,27-02-2024,scale,,no
SGN-3-000162,lecica96@delta-post.net,26-05-2024,growth,XP0JIWRX,yes
SGN-3-000163,kunoro36@intranet,04-07-2025,growth,,no
SGN-3-000164,pipura32@arcline.io,14-10-2025,growth,ZBJHLAJC,no
SGN-3-000165,boruto22@eastwind.co,14-02-2024,starter,,yes
SGN-3-000166,simeki18@delta-post.net,12-11-2025,starter,80X52YYE,yes
SGN-3-000167,talago47@corvus.org,23-07-2024,growth,111D7E0B,no
SGN-3-000168,kiceko48@delta-post.net,16-04-2024,starter,,yes
SGN-3-000169,konere44@eastwind.co,28-05-2025,scale,S1DSJK1T,yes
SGN-3-000170,kazofu34@corvus.org,10-11-2025,starter,5WR1AU3O,no
SGN-3-000171,rebice59@brightmail.dev,11-08-2024,starter,DVL0C10T,no
SGN-3-000172,tadivu83@corvus.org,03-08-2025,growth,EE9QRNEU,no
SGN-3-000173,safepi22@delta-post.net,18-06-2024,scale,Q4Z3PM46,no
SGN-3-000174,sosuku59@arcline.io,16-08-2024,scale,YEYABA6D,yes
SGN-3-000175,pikona10@arcline.io,19-01-2025,scale,,no
SGN-3-000176,tiguri45@@brightmail.dev,05-10-2024,growth,CGS52QW8,no
SGN-3-000177,konuva16@corvus.org,12-01-2025,scale,,yes
SGN-3-000178,bepilo17@corvus.org,28-02-2025,starter,YHIHNVDH,yes
SGN-3-000179,virogi56@eastwind.co,05-07-2025,starter,,yes
SGN-3-000180,pokefa29@corvus.org,10-01-2024,growth,,yes
SGN-3-000181,rizoga93@corvus.org,22-03-2025,scale,,yes
SGN-3-000182,fubage65@eastwind.co,11-04-2025,growth,,yes
SGN-3-000183,kumoke64@corvus.org,27-11-2025,scale,3GYHDTBS,yes
SGN-3-000184,cusigo50@corvus.org,24-10-2024,starter,,no
SGN-3-000185,nifepi92@brightmail.dev,13-01-2025,scale,84D8H5JX,yes
SGN-3-000186,levabo53@delta-post.net,19-03-2024,scale,LT76GT0B,no
SGN-3-000187,cafibe44@brightmail.dev,09-10-2024,growth,,yes
SGN-3-000188,galele54@eastwind.co,14-02-2025,growth,,no
SGN-3-000189,saribi11@corvus.org,10-02-2025,growth,,no
SGN-3-000190,fimiso71@arcline.io,27-10-2024,growth,PEGXWTAK,yes
SGN-3-000191,butanu93@@corvus.org,17-05-2025,growth,4ZQ5RMIM,yes
SGN-3-000192,pusaga22@eastwind.co,25-12-2024,scale,6O5OC8U7,yes
SGN-3-000193,fosolu19@brightmail.dev,17-02-2024,scale,HARXRU30,no
SGN-3-000194,sugena16@arcline.io,18-08-2025,growth,9K2JEGK8,no
SGN-3-000195,molafo88@arcline.io,17-07-2025,scale,,yes
SGN-3-000196,mokazi39@brightmail.dev,20-01-2024,starter,,no
SGN-3-000197,renaco59@delta-post.net,07-09-2024,scale,YB4EC574,no
SGN-3-000198,vobufi40@eastwind.co,16-05-2024,starter,,no
SGN-3-000199,dulala30@arcline.io,14-11-2025,starter,,yes
SGN-3-000200,gezipe25@eastwind.co,24-11-2025,growth,V5NJMHN6,yes
SGN-3-000201,tibeba80@brightmail.dev,17-10-2024,scale,,no
SGN-3-000202,gacoma78@brightmail.dev,13-08-2024,growth,,yes
SGN-3-000203,dizilo79@eastwind.co,25-11-2024,starter,386WTNG6,no
SGN-3-000204,rovinu93@brightmail.dev,23-01-2025,starter,,yes
SGN-3-000205,bedire27@corvus.org,12-10-2025,scale,,no
SGN-3-000206,turumu90@arcline.io,15-11-2024,starter,G6QRVMGM,yes
SGN-3-000207,mudide39@delta-post.net,17-07-2024,starter,TAO7E5WV,yes
SGN-3-000208,ceduze21@delta-post.net,14-04-2024,growth,YJR85LYA,no
SGN-3-000209,favufi47@arcline.io,20-05-2025,scale,,yes
SGN-3-000210,redepe59@corvus.org,04-11-2025,starter,,yes
SGN-3-000211,lelura96@corvus.org,23-01-2025,starter,,no
SGN-3-000212,cefupa58@arcline.io,15-07-2024,growth,,no
SGN-3-000213,dobafo73@delta-post.net,26-03-2024,growth,ZPLVWGYP,no
SGN-3-000214,dobomo61@delta-post.net,09-08-2024,growth,,no
SGN-3-000215,bosapa19@eastwind.co,13-11-2025,scale,LX1TLENC,yes
SGN-3-000216,zimuzi24@arcline.io,12-08-2024,scale,439WU55P,yes
SGN-3-000217,susogi16@brightmail.dev,24-07-2024,starter,F9BM92AQ,no
SGN-3-000218,tepizi68@arcline.io,28-03-2025,starter,A8LNEFIS,no
SGN-3-000219,tinudu80@eastwind.co,04-07-2024,scale,,no
SGN-3-000220,kugitu84@arcline.io,03-12-2025,scale,MWV6Z3GB,no
SGN-3-000221,lolele13@arcline.io,21-07-2024,growth,,no
SGN-3-000222,dugadi10@delta-post.net,28-12-2025,starter,IFJMXSP1,no
SGN-3-000223,mocike68@brightmail.dev,10-11-2024,starter,,no
SGN-3-000224,zovedu20@arcline.io,03-04-2025,scale,64KF3BCU,no
SGN-3-000225,podobo13@delta-post.net,13-11-2025,growth,DYV91FAK,no
SGN-3-000226,niz iva62@arcline.io,11-04-2025,starter,,no
SGN-3-000227,tocusa86@delta-post.net,07-05-2024,starter,,yes
SGN-3-000228,medica44@delta-post.net,16-02-2024,scale,HTXAIQTP,no
SGN-3-000229,bovebu41@brightmail.dev,14-06-2024,starter,,yes
SGN-3-000230,labate65@delta-post.net,19-11-2025,growth,,yes
SGN-3-000231,kobegi81@arcline.io,15-11-2025,starter,,no
SGN-3-000232,pudora90@delta-post.net,27-01-2025,starter,STYRA4RC,yes
SGN-3-000233,rafela24@eastwind.co,19-01-2025,starter,,no
SGN-3-000234,tedotu51@arcline.io,03-08-2024,growth,,yes
SGN-3-000235,nidudu83@eastwind.co,28-06-2025,scale,K3O2Z4UL,yes
SGN-3-000236,sonoke27@delta-post.net,24-11-2025,scale,,yes
SGN-3-000237,pedoso78@corvus.org,28-07-2024,scale,,no
SGN-3-000238,geluvi25@delta-post.net,03-08-2025,starter,TQM5PNTO,yes
SGN-3-000239,maseke71@corvus.org,19-08-2024,scale,,no
SGN-3-000240,nacavu57@brightmail.dev,15-12-2025,growth,,yes
SGN-3-000241,mevufu97@eastwind.co,03-09-2025,scale,,yes
SGN-3-000242,damule47@corvus.org,23-03-2025,starter,JWE9LG9A,yes
SGN-3-000243,bemisu36@corvus.org,24-07-2024,scale,5UIX3YK1,yes
SGN-3-000244,kelaga74@arcline.io,26-12-2024,growth,BN52YK6R,yes
SGN-3-000245,sonage60@delta-post.net,07-06-2025,growth,,no
SGN-3-000246,getufi23@brightmail.dev,12-11-2024,growth,DO4L3873,yes
SGN-3-000247,tucebo60@corvus.org,23-12-2025,growth,,no
SGN-3-000248,cicuro49@brightmail.dev,10-03-2024,scale,,no
SGN-3-000249,dipeto63@corvus.org,08-06-2024,growth,,yes
SGN-3-000250,katani52@eastwind.co,13-09-2024,scale,,no
SGN-3-000251,kodoce81@corvus.org,08-04-2025,growth,KWP4OWEF,no
SGN-3-000252,gonagu58@arcline.io,06-08-2024,growth,6EWRR46R,yes
SGN-3-000253,febomu15@brightmail.dev,14-03-2025,growth,,yes
SGN-3-000254,visivu70@delta-post.net,16-10-2025,starter,1H5H57YL,no
SGN-3-000255,nupina56@arcline.io,13-04-2024,starter,,yes
SGN-3-000256,keguvo75@arcline.io,05-11-2024,starter,,no
SGN-3-000257,lepize82@corvus.org,23-12-2024,growth,,yes
SGN-3-000258,bemufe27@arcline.io,23-09-2025,growth,,no
SGN-3-000259,sogano66@corvus.org,18-12-2025,scale,S6R8R81Q,yes
SGN-3-000260,vapiru62@brightmail.dev,22-03-2024,growth,OYQTWMIL,yes
SGN-3-000261,becoda12@delta-post.net,17-01-2024,growth,,no
SGN-3-000262,saliti51@eastwind.co,05-08-2025,starter,KMSZNGW8,yes
SGN-3-000263,soluna88@eastwind.co,08-06-2025,starter,CJWAHFD8,no
SGN-3-000264,lavici10@corvus.org,03-11-2025,starter,EUZZVS1R,yes
SGN-3-000265,cemope63@brightmail.dev,27-11-2024,starter,82FZAEAV,no
SGN-3-000266,torako42@brightmail.dev,10-10-2025,scale,VI2OJVD0,no
SGN-3-000267,deripa69@arcline.io,09-04-2025,starter,5P1OO1ZE,no
SGN-3-000268,diruvo73@delta-post.net,11-05-2025,scale,,yes
SGN-3-000269,vukogo51@arcline.io,27-03-2025,starter,,no
SGN-3-000270,parice67@arcline.io,08-06-2024,scale,SB62VYWQ,yes
SGN-3-000271,lufuda69@eastwind.co,13-10-2025,growth,8KQSXXNV,no
SGN-3-000272,gemilu48@arcline.io,28-03-2024,growth,I58EZG3W,yes
SGN-3-000273,tefofi97@corvus.org,16-09-2024,scale,,yes
SGN-3-000274,fovago44@arcline.io,09-08-2024,growth,,yes
SGN-3-000275,nilovo86@brightmail.dev,08-08-2024,growth,FYAHNXU8,yes
SGN-3-000276,geveze48@corvus.org,11-12-2025,starter,,yes
SGN-3-000277,komeca49@corvus.org,22-07-2025,scale,,yes
SGN-3-000278,lotalo10@delta-post.net,14-01-2024,scale,7V6LVDQG,yes
SGN-3-000279,lepaca82@@brightmail.dev,26-03-2024,starter,EU4X952D,no
SGN-3-000280,tomafa45@delta-post.net,17-09-2024,starter,,yes
SGN-3-000281,fuceke97@brightmail.dev,04-09-2025,starter,NVSPPLMY,yes
SGN-3-000282,tunoni61@delta-post.net,24-04-2024,scale,JH6B8TX4,yes
SGN-3-000283,tuputu93@brightmail.dev,13-03-2025,scale,UHYUYGPO,yes
SGN-3-000284,kanate72@corvus.org,26-05-2024,scale,,yes
SGN-3-000285,memoli86@delta-post.net,06-02-2024,scale,E339LC9U,yes
SGN-3-000286,kukome48@arcline.io,04-11-2025,starter,TOBUKZQM,no
SGN-3-000287,ribosi21@corvus.org,11-07-2025,scale,,no
SGN-3-000288,tofivo21@delta-post.net,21-04-2025,growth,,yes
SGN-3-000289,befope32@delta-post.net,23-08-2024,scale,JWZPL74E,yes
SGN-3-000290,dimeco92@eastwind.co,15-03-2024,growth,,yes
SGN-3-000291,fotasu56@corvus.org,02-11-2024,scale,J3WRIFT3,no
SGN-3-000292,nafuse16@delta-post.net,11-08-2025,starter,,yes
SGN-3-000293,funami67@delta-post.net,14-11-2025,scale,,no
SGN-3-000294,dipeku77@corvus.org,01-02-2025,starter,,no
SGN-3-000295,zilova61@arcline.io,20-02-2024,starter,,no
SGN-3-000296,soziti69@corvus.org,21-01-2025,growth,,yes
SGN-3-000297,gecada44@eastwind.co,07-06-2025,starter,,no
SGN-3-000298,bobide71@eastwind.co,20-06-2024,growth,,yes
SGN-3-000299,fumike42@eastwind.co,20-06-2025,starter,,no
SGN-3-000300,dodefa55@corvus.org,12-10-2025,starter,01Z2A4KG,yes
SGN-3-000301,nekine36@corvus.org,09-05-2025,starter,,no
SGN-3-000302,vukiga90@arcline.io,07-04-2024,scale,EF03C579,yes
SGN-3-000303,nibimi45@brightmail.dev,08-05-2025,growth,,no
SGN-3-000304,ribete57@corvus.org,28-08-2025,starter,,no
SGN-3-000305,vamobu55@delta-post.net,18-11-2024,scale,,no
,rolavo75@brightmail.dev,04-02-2025,starter,,yes
SGN-3-000307,gofovo36@eastwind.co,02-02-2024,scale,,yes
SGN-3-000308,zaveco25@corvus.org,05-01-2024,growth,VE6NDKDE,no
SGN-3-000309,lesepu28@arcline.io,07-04-2024,scale,,yes
SGN-3-000310,firoli73@brightmail.dev,16-06-2025,starter,DXS270DS,yes
SGN-3-000311,bepema68@eastwind.co,25-12-2024,growth,GLBAURXS,yes
SGN-3-000312,nizevu52@eastwind.co,03-02-2024,scale,0HNJHBQD,no
SGN-3-000313,seseno26@delta-post.net,03-03-2024,starter,,yes
SGN-3-000314,rinoze57@delta-post.net,05-02-2024,growth,DEX04AUR,yes
SGN-3-000315,gidecu49@corvus.org,24-10-2024,starter,,yes
SGN-3-000316,zirire98@brightmail.dev,25-10-2025,scale,W9O30JRN,yes
SGN-3-000317,cerevo68@delta-post.net,08-10-2024,starter,N5CYQCI9,yes
SGN-3-000318,tobala73@delta-post.net,27-01-2025,growth,XIHPRFCY,no
SGN-3-000319,cagato59@corvus.org,04-08-2024,scale,,no
SGN-3-000320,sazose14@arcline.io,28-10-2025,starter,,no
SGN-3-000321,zibulo95@eastwind.co,26-11-2024,starter,,no
SGN-3-000322,murima30@delta-post.net,09-09-2025,starter,,no
SGN-3-000323,bavove33@arcline.io,25-12-2025,starter,P4TZKBPW,no
SGN-3-000324,venono89@arcline.io,16-09-2024,starter,,yes
SGN-3-000325,tadimo47@corvus.org,11-05-2025,starter,,no
SGN-3-000326,cucico77@corvus.org,12-01-2025,starter,AX10ZVXT,no
SGN-3-000327,cabite67@delta-post.net,13-04-2024,growth,R5B5OE6R,yes
SGN-3-000328,fupota59@brightmail.dev,14-07-2024,starter,RV4LL2CE,no
SGN-3-000329,zifelu44@brightmail.dev,17-11-2024,starter,,no
SGN-3-000330,mizoma33@eastwind.co,26-11-2025,starter,,no
SGN-3-000331,pidige15@arcline.io,20-08-2024,scale,A1MX5ZGO,no
SGN-3-000332,sokoki61@arcline.io,03-05-2025,growth,,yes
SGN-3-000333,fevama74@arcline.io,01-10-2025,growth,,no
SGN-3-000334,pozono48@eastwind.co,27-04-2024,starter,I74X2PX2,no
SGN-3-000335,dobige63@eastwind.co,04-02-2024,scale,4JEKNTJE,no
SGN-3-000336,peladu97@delta-post.net,08-03-2024,scale,NW5XGACR,yes
SGN-3-000337,gatute57@arcline.io,13-05-2024,starter,CKO3EDFQ,no
SGN-3-000338,kosafa21@eastwind.co,16-04-2024,starter,,no
SGN-3-000339,tegara61@corvus.org,09-06-2024,growth,2QV5ZH2N,no
SGN-3-000340,vovube13@arcline.io,11-03-2025,growth,,yes
SGN-3-000341,sodize41@delta-post.net,18-02-2024,scale,5YQKWSU4,yes
SGN-3-000342,gefoco12@eastwind.co,22-05-2024,growth,UOUVZ2I4,yes
SGN-3-000343,mubumu98@delta-post.net,01-07-2024,starter,S7F3H9MR,yes
SGN-3-000344,nazipa91@delta-post.net,06-02-2025,starter,GKC2CEVU,yes
SGN-3-000345,rizepo53@corvus.org,09-12-2025,scale,4LQ0BSVN,yes
SGN-3-000346,bubona54@corvus.org,28-03-2024,starter,BVWWXAPC,no
SGN-3-000347,kotita45@brightmail.dev,15-10-2024,starter,,yes
SGN-3-000348,zobuze20@eastwind.co,04-03-2025,scale,,yes
SGN-3-000349,mosupe15@arcline.io,08-12-2025,growth,0K6R0KWM,no
SGN-3-000350,butiru46@arcline.io,20-05-2024,growth,YDSETWHR,no
SGN-3-000351,nudeki30@brightmail.dev,08-03-2025,starter,,no
SGN-3-000352,veloki97@brightmail.dev,11-07-2024,growth,Y2AL0IFI,yes
SGN-3-000353,sefepe74@delta-post.net,17-10-2025,starter,7JQ2A7KI,yes
SGN-3-000354,dumelo19@arcline.io,16-01-2025,starter,4XHLY56M,no
SGN-3-000355,nucapu13@delta-post.net,13-05-2025,scale,,no
SGN-3-000356,lacono91@brightmail.dev,04-10-2024,scale,,no
SGN-3-000357,lafivi99@delta-post.net,25-06-2024,scale,1GB2P518,no
SGN-3-000358,zasozu53@corvus.org,11-01-2024,growth,,yes
