ref,contact_email,enrolled_on,plan_tier,referral_code,opt_in
SGN-7-000054,civesi32@eastwind.co,13-08-2024,starter,2CT4VM1P,no
SGN-7-000055,sanuta48@corvus.org,20-04-2024,growth,,yes
SGN-7-000056,semisa59@arcline.io,21-05-2025,starter,,no
SGN-7-000057,ruzopo97@brightmail.dev,13-09-2024,starter,,no
SGN-7-000058,popuri26@delta-post.net,18-01-2025,scale,,yes
SGN-7-000059,ficopi51@arcline.io,02-11-2025,growth,VH30O6OF,no
SGN-7-000060,gucosa31@arcline.io,14-12-2024,starter,LZSLN1UK,yes
SGN-7-000061,lalope56@eastwind.co,23-02-2025,scale,E318XJ6M,yes
SGN-7-000062,vogebe12@arcline.io,09-05-2025,starter,6VNJG875,no
SGN-7-000063,mufati34@brightmail.dev,12-10-2024,starter,,yes
SGN-7-000064,gobeni61@corvus.org,22-06-2024,starter,JZ2N9YT5,no
SGN-7-000065,deniva93@corvus.org,11-06-2024,scale,,yes
SGN-7-000066,lupira77@brightmail.dev,24-10-2024,starter,,yes
SGN-7-000067,regace82@delta-post.net,05-02-2024,scale,,yes
SGN-7-000068,fucivu46@eastwind.co,28-10-2024,starter,WZL4NT02,yes
SGN-7-000069,bobobo62@brightmail.dev,09-05-2024,starter,,no
SGN-7-000070,deralu70@arcline.io,02-03-2025,growth,WQH50NQQ,no
SGN-7-000071,sarisa76@delta-post.net,07-05-2025,scale,V4Q65BMV,no
SGN-7-000072,natome26@delta-post.net,04-11-2025,growth,CVI8PQWP,yes
SGN-7-000073,bapima41@corvus.org,20-02-2025,growth,WIOGGWIQ,yes
SGN-7-000074,kapufe20@corvus.org,01-09-2024,starter,,no
SGN-7-000075,bucifo80@delta-post.net,24-11-2024,scale,,no
SGN-7-000076,cikuco36@arcline.io,01-01-2025,starter,,yes
SGN-7-000077,cemiri65@arcline.io,27-11-2024,starter,,no
SGN-7-000078,cigoma70@arcline.io,14-03-2025,scale,JHHSL2C7,yes
SGN-7-000079,mozaza38@arcline.io,22-01-2024,growth,,yes
SGN-7-000080,dutebu80@corvus.org,01-12-2025,scale,0LJ4RC5P,yes
SGN-7-000081,suculu87@delta-post.net,07-02-2025,growth,,yes
SGN-7-000082,doreke61@brightmail.dev,23-01-2024,starter,,no
SGN-7-000083,nemobi65@delta-post.net,14-12-2025,scale,YA8FOM15,no
SGN-7-000084,rakugo33@corvus.org,04-01-2025,growth,1EDNUUJS,yes
SGN-7-000085,vubife48@corvus.org,13-08-2025,growth,I7VTJSRA,yes
SGN-7-000086,nomusi46@arcline.io,26-12-2024,growth,KODVYEQR,yes
SGN-7-000087,bapupe68@arcline.io,01-11-2024,starter,RLTT0K0L,yes
SGN-7-000088,tununi51@delta-post.net,10-02-2024,growth,,no
SGN-7-000089,pekelo23@eastwind.co,09-04-2024,starter,43UGU4HA,yes
SGN-7-000090,lafutu67@brightmail.dev,09-11-2024,growth,,yes
SGN-7-000091,pimasi71@brightmail.dev,12-06-2025,starter,,yes
SGN-7-000092,noropu95@brightmail.dev,17-04-2024,scale,,no
SGN-7-000093,biletu49@corvus.org,14-02-2025,growth,0IVN29CN,no
SGN-7-000094,detubu38@brightmail.dev,23-02-2024,growth,,yes
SGN-7-000095,sibaza23@delta-post.net,16-05-2024,starter,0SRVJ80T,yes
SGN-7-000096,vanoto20@delta-post.net,16-06-2024,starter,,yes
SGN-7-000097,bidufe95@eastwind.co,04-02-2025,scale,HANDZUH8,yes
SGN-7-000098,tegeli99@corvus.org,09-03-2025,starter,,yes
SGN-7-000099,rarule14@corvus.org,19-08-2024,starter,,yes
SGN-7-000100,gapige18@corvus.org,18-04-2024,scale,30K3AIIB,no
SGN-7-000101,zotape24@corvus.org,27-06-2025,scale,,no
SGN-7-000102,niretu80@delta-post.net,05-01-2024,growth,0BLWN49L,no
SGN-7-000103,tizava49@arcline.io,06-01-2025,scale,UWP2UNL8,no
SGN-7-000104,nuzoko42@corvus.org,05-08-2025,starter,,yes
SGN-7-000105,gazili90@arcline.io,25-03-2025,growth,VZQNGDMH,yes
SGN-7-000106,puzetu25@corvus.org,07-03-2024,scale,8MZK7OYN,yes
SGN-7-000107,zazata44@corvus.org,07-06-2025,starter,,yes
SGN-7-000108,sakoba93@delta-post.net,13-06-2025,scale,,no
SGN-7-000109,ropepo93@arcline.io,05-11-2025,starter,CBG87SGS,yes
SGN-7-000110,laneza32@arcline.io,22-09-2025,starter,,no
SGN-7-000111,daleke46@brightmail.dev,26-05-2025,scale,,no
SGN-7-000112,nufove28@brightmail.dev,06-01-2024,starter,ZTZTPBX9,yes
SGN-7-000113,macudu28@brightmail.dev,20-09-2024,growth,VZBWN86N,no
SGN-7-000114,cupupi89@arcline.io,11-04-2025,starter,RZRLK993,no
SGN-7-000115,cipomi13@corvus.org,08-12-2024,starter,,yes
SGN-7-000116,magazo88@eastwind.co,11-08-2025,scale,6Q6GJXMT,no
SGN-7-000117,macima30@delta-post.net,18-02-2025,scale,FCT5KTX6,yes
SGN-7-000118,numuma97@eastwind.co,07-05-2024,growth,,no
SGN-7-000119,denela51@delta-post.net,01-12-2025,growth,,no
SGN-7-000120,rekale48@intranet,22-11-2025,scale,,yes
SGN-7-000121,tenose55@corvus.org,06-10-2024,growth,,yes
SGN-7-000122,bukuri40@arcline.io,26-10-2025,growth,B0SMMJ6N,no
SGN-7-000123,rizoni73@delta-post.net,04-05-2025,starter,53SDANYR,no
SGN-7-000124,nacopa71@delta-post.net,17-09-2025,starter,54NE3A2I,no
SGN-7-000125,vupibo99@eastwind.co,18-04-2025,starter,4M72X2NG,no
SGN-7-000126,lifine37@corvus.org,10-11-2025,scale,MCA5S8GM,no
SGN-7-000127,rumode26@arcline.io,08-08-2024,growth,GZRU5PUJ,no
SGN-7-000128,vebofi83@delta-post.net,17-06-2025,growth,,yes
SGN-7-000129,labuke67@delta-post.net,23-03-2025,starter,SRLHTEHT,yes
SGN-7-000130,kegugo26@eastwind.co,01-05-2024,starter,,no
SGN-7-000131,pedoco47@corvus.org,22-01-2024,growth,,no
SGN-7-000132,livike46@eastwind.co,23-05-2025,starter,,yes
SGN-7-000133,deciza46@brightmail.dev,06-01-2025,scale,X4208HCM,yes
SGN-7-000134,daraci73@arcline.io,08-06-2025,growth,VS63O67F,yes
SGN-7-000135,zuligi65@arcline.io,26-11-2024,scale,,no
SGN-7-000136,vatifa68@delta-post.net,04-08-2024,starter,,no
SGN-7-000137,kevube97@delta-post.net,14-10-2025,starter,,no
SGN-7-000138,gadeba19@brightmail.dev,06-12-2025,growth,,yes
SGN-7-000139,leniko35@corvus.org,26-08-2025,scale,,no
SGN-7-000140,bitobi85@corvus.org,24-03-2025,growth,,yes
SGN-7-000141,magube38@brightmail.dev,05-11-2024,scale,MQ50QBHQ,yes
SGN-7-000142,kidomo41@brightmail.dev,28-04-2025,starter,2KOFZBQZ,yes
SGN-7-000143,gafoni87@eastwind.co,28-01-2024,starter,,yes
SGN-7-000144,fepemo45@eastwind.co,03-10-2025,starter,Y0NX5N3M,yes
SGN-7-000145,codobe93@brightmail.dev,14-06-2024,starter,,yes
SGN-7-000146,fipecu80@delta-post.net,06-06-2025,scale,HE87OXHI,yes
SGN-7-000147,fupala84@brightmail.dev,06-08-2025,starter,J7TZMPKX,no
SGN-7-000148,pumoba18@brightmail.dev,20-11-2024,scale,A6VF418W,yes
SGN-7-000149,fenigo64@brightmail.dev,11-01-2025,growth,0I13LS8C,no
SGN-7-000150,vizifi18@@eastwind.co,27-06-2024,starter,,no
SGN-7-000151,kunale26@arcline.io,16-08-2025,growth,,yes
SGN-7-000152,fanoda35@brightmail.dev,22-08-2024,starter,9PZ0AV5P,yes
SGN-7-000153,latotu55@eastwind.co,25-10-2025,growth,XG0WY2N9,yes
SGN-7-000154,tusana56@arcline.io,12-12-2024,starter,W0380NIV,yes
SGN-7-000155,cisedu91@arcline.io,14-10-2025,growth,WG7M8ZCS,no
SGN-7-000156,situko68@arcline.io,14-04-2024,growth,EULZ21PZ,no
SGN-7-000157,bakofo96@delta-post.net,09-02-2025,scale,,no
SGN-7-000158,navule33@brightmail.dev,09-08-2024,scale,OX80CYWJ,yes
SGN-7-000159,kodoto57@corvus.org,25-03-2025,growth,,no
SGN-7-000160,terito84@eastwind.co,13-05-2024,starter,,no
SGN-7-000161,cimecu75@arcline.io,09-02-2024,scale,,yes
SGN-7-000162,zugogo65@eastwind.co,16-09-2025,scale,,yes
SGN-7-000163,dubaku57@delta-post.net,07-01-2024,growth,1WZ513OM,no
SGN-7-000164,vivami36@eastwind.co,05-05-2024,starter,HY0K6T7R,no
SGN-7-000165,gepita80@corvus.org,06-09-2025,growth,WG8X2REQ,no
SGN-7-000166,kabolu99@arcline.io,17-06-2025,starter,JDCDU789,no
SGN-7-000167,cimelo17@brightmail.dev,15-07-2025,scale,Z9Z5MXLH,yes
SGN-7-000168,kicabu65@delta-post.net,15-09-2024,growth,0SN75U3O,yes
SGN-7-000169,fepubu11@delta-post.net,28-12-2024,growth,OC2F4M2V,yes
SGN-7-000170,nupomi44@delta-post.net,19-10-2024,scale,,yes
SGN-7-000171,secala16@intranet,20-03-2024,starter,,yes
SGN-7-000172,doginu47@arcline.io,12-06-2024,growth,960M8S3X,yes
SGN-7-000173,racuti68@brightmail.dev,21-06-2024,growth,,yes
SGN-7-000174,monage16@brightmail.dev,19-05-2024,starter,8GKDBV7L,yes
SGN-7-000175,vupuga74@brightmail.dev,25-06-2025,starter,5A6R6PI7,yes
SGN-7-000176,nuvabi70@arcline.io,17-04-2025,starter,,no
SGN-7-000177,dukuse40@intranet,22-01-2025,scale,EPSIPLEQ,yes
SGN-7-000178,lamori41@corvus.org,21-09-2024,starter,,no
SGN-7-000179,dinife37@arcline.io,22-07-2024,growth,,yes
SGN-7-000180,zuguco26@delta-post.net,14-12-2024,growth,,no
SGN-7-000181,kegeci62@eastwind.co,02-05-2024,starter,FT7O81KO,yes
SGN-7-000182,kufado28@delta-post.net,07-03-2025,starter,7IC7NMXD,yes
SGN-7-000183,mudive62@arcline.io,20-08-2025,scale,V5VRMQQH,no
SGN-7-000184,ligagu84@delta-post.net,06-09-2025,scale,,no
SGN-7-000185,ceputo72@delta-post.net,02-05-2024,starter,L6W93W2R,no
SGN-7-000186,zavizo13@delta-post.net,27-01-2025,scale,XDLKWY5S,yes
SGN-7-000187,legevi78@brightmail.dev,28-02-2025,growth,46EUA9PB,yes
SGN-7-000188,coroti95@delta-post.net,17-02-2025,scale,,yes
SGN-7-000189,divolu53@arcline.io,16-05-2024,scale,,yes
SGN-7-000190,fidupo43@eastwind.co,10-07-2024,growth,EV9VZGLJ,no
SGN-7-000191,bilana17@corvus.org,04-09-2025,scale,,no
SGN-7-000192,medita86@corvus.org,17-03-2025,starter,,yes
SGN-7-000193,boraki94@delta-post.net,25-11-2025,starter,NLHUJ4LC,yes
SGN-7-000194,pumomi77@eastwind.co,15-01-2024,starter,,no
SGN-7-000195,vicipa81@corvus.org,10-12-2024,scale,,yes
SGN-7-000196,mokiri48@corvus.org,07-10-2025,growth,,yes
SGN-7-000197,neseru13@brightmail.dev,03-09-2024,scale,,no
SGN-7-000198,laramu66@delta-post.net,13-08-2025,starter,V4UZIWAX,no
SGN-7-000199,sosile12@arcline.io,15-02-2025,scale,,no
SGN-7-000200,fikagu50@delta-post.net,01-01-2024,growth,JET9CVK2,yes
SGN-7-000201,lavoni54@eastwind.co,03-10-2024,starter,,no
SGN-7-000202,focula72@arcline.io,07-11-2024,starter,BZBFVMXT,yes
SGN-7-000203,vigoma21@corvus.org,13-05-2024,starter,11KZG2BX,yes
SGN-7-000204,nemufa77@brightmail.dev,14-04-2024,starter,6P96CDT9,yes
SGN-7-000205,zidiso73@arcline.io,20-06-2024,starter,J3POOCJ0,no
SGN-7-000206,cepana97@eastwind.co,14-09-2024,starter,,no
SGN-7-000207,vumefi49@corvus.org,03-09-2024,scale,S4I1Q9TH,yes
SGN-7-000208,pofomi60@eastwind.co,07-06-2025,growth,YNI2N4OS,no
SGN-7-000209,lalofo71@brightmail.dev,21-07-2024,starter,1C27UOAW,yes
SGN-7-000210,midoni43@corvus.org,02-10-2025,scale,FQX5PAHO,yes
SGN-7-000211,nirizo98@delta-post.net,27-05-2025,scale,O27W7H11,yes
SGN-7-000212,vonema27@arcline.io,07-01-2024,growth,A4IPE3EA,no
SGN-7-000213,penifo12@delta-post.net,11-05-2025,scale,O4XSEBDH,no
SGN-7-000214,tofane93@eastwind.co,24-01-2024,scale,,no
SGN-7-000215,ravolo44@corvus.org,28-05-2025,growth,,yes
SGN-7-000216,garine64@eastwind.co,13-11-2025,starter,,no
SGN-7-000217,ducigo18@brightmail.dev,04-12-2024,scale,TV4EBOKY,yes
SGN-7-000218,cigeka54@arcline.io,13-05-2025,starter,,yes
SGN-7-000219,lafufa32@brightmail.dev,22-04-2024,scale,PMOJQI65,yes
SGN-7-000220,tapima92@arcline.io,07-06-2024,starter,71LGEZOF,yes
SGN-7-000221,balote91@eastwind.co,19-03-2025,scale,,yes
SGN-7-000222,tokupa67@corvus.org,06-04-2024,starter,0MVLAGRN,yes
SGN-7-000223,cikile60@brightmail.dev,28-06-2025,growth,,no
SGN-7-000224,rupale45@delta-post.net,01-05-2024,scale,IAAT1JMT,yes
SGN-7-000225,gidita67@brightmail.dev,16-05-2024,scale,,no
SGN-7-000226,febaku63@brightmail.dev,10-05-2025,starter,,no
SGN-7-000227,bisora83@delta-post.net,07-08-2025,scale,RTPWEIZW,yes
SGN-7-000228,mogiko25@corvus.org,02-06-2024,scale,SMQGN4O3,yes
SGN-7-000229,gipepi42@brightmail.dev,11-12-2024,growth,0TGTKUZJ,yes
SGN-7-000230,cipevo88@brightmail.dev,01-08-2024,scale,LAN07BBA,yes
SGN-7-000231,mameza52@eastwind.co,11-03-2025,growth,PO4AFMLF,yes
SGN-7-000232,datuga31@eastwind.co,24-03-2024,starter,,yes
SGN-7-000233,caluri73@corvus.org,21-08-2024,scale,,no
SGN-7-000234,@eastwind.co,19-06-2025,scale,EZT5MYND,yes
SGN-7-000235,pakidi75@eastwind.co,15-06-2024,starter,U7F9XAWB,no
SGN-7-000236,fatupa55@brightmail.dev,03-02-2025,scale,AJ68GUV8,yes
SGN-7-000237,bazedu80@brightmail.dev,15-08-2025,scale,,yes
SGN-7-000238,pifafu72@brightmail.dev,24-11-2024,starter,,no
SGN-7-000239,ziliri98@eastwind.co,28-10-2025,scale,,no
SGN-7-000240,cazisi43@@arcline.io,04-03-2025,starter,,no
SGN-7-000241,kavubu68@brightmail.dev,16-06-2024,scale,V88HUX5W,yes
SGN-7-000242,befaze64@intranet,27-02-2025,growth,AFU9B027,no
SGN-7-000243,lifika33@arcline.io,26-08-2024,starter,F6V5R2Y3,yes
SGN-7-000244,rineto45@eastwind.co,26-12-2024,scale,GBANCB84,yes
SGN-7-000245,zicozu77@corvus.org,03-02-2024,scale,QWHGKIRX,yes
SGN-7-000246,dipire35@delta-post.net,02-09-2024,starter,I8D1EDAF,no
SGN-7-000247,ruvome38@delta-post.net,15-04-2024,growth,U7S8QK8E,yes
SGN-7-000248,rameri47@arcline.io,07-12-2025,scale,,yes
SGN-7-000249,ranape48@brightmail.dev,28-10-2025,growth,,no
SGN-7-000250,zitame41@delta-post.net,19-04-2024,scale,,no
SGN-7-000251,vozinu47@corvus.org,01-05-2025,scale,8838WSBP,no
SGN-7-000252,vanefi55@eastwind.co,28-07-2025,starter,L0R79G8Q,no
SGN-7-000253,pogabo16@arcline.io,05-12-2025,scale,5C6Y3DO8,yes
SGN-7-000254,zafega23@corvus.org,21-04-2024,starter,51FY9784,yes
SGN-7-000255,niraze13@delta-post.net,06-10-2024,starter,,yes
SGN-7-000256,lasoda99@eastwind.co,13-03-2024,growth,,no
SGN-7-000257,kuluka47@brightmail.dev,18-02-2024,growth,OCY9FC5A,yes
SGN-7-000258,setune86@delta-post.net,26-11-2025,starter,0XIYCVAS,yes
SGN-7-000259,kisasa97@delta-post.net,14-01-2024,scale,,no
SGN-7-000260,mokaka77@corvus.org,22-03-2025,growth,,yes
SGN-7-000261,nipusu12@brightmail.dev,23-10-2024,growth,XMKJZHY3,yes
SGN-7-000262,colaki71@corvus.org,02-12-2025,scale,ZTSEMHGG,yes
SGN-7-000263,larulu36@arcline.io,04-09-2025,scale,EWOGKVYT,no
SGN-7-000264,zosugi95@arcline.io,25-09-2024,scale,ZF4URNBS,no
SGN-7-000265,latipa36@corvus.org,23-08-2024,scale,,no
SGN-7-000266,satafe35@corvus.org,15-08-2024,starter,C38XTT6I,yes
SGN-7-000267,tibigu89@delta-post.net,01-05-2025,scale,,yes
SGN-7-000268,miduvo64@arcline.io,09-10-2025,scale,DMGMCKC1,no
SGN-7-000269,dudola57@delta-post.net,04-03-2025,scale,,yes
SGN-7-000270,rosifi34@eastwind.co,10-06-2024,scale,Q0A4VC7G,no
SGN-7-000271,govola73@eastwind.co,28-12-2024,scale,,yes
SGN-7-000272,gonena31@delta-post.net,08-01-2025,scale,,no
SGN-7-000273,fonode14@arcline.io,08-12-2024,scale,,yes
SGN-7-000274,cugozu48@eastwind.co,10-11-2025,growth,Y7SM5YNO,yes
SGN-7-000275,cisega33@brightmail.dev,06-02-2024,scale,,yes
SGN-7-000276,nabifi10@eastwind.co,17-05-2024,starter,,yes
SGN-7-000277,gozobo12@delta-post.net,24-06-2025,starter,3TL75MEU,yes
SGN-7-000278,mademe89@arcline.io,06-07-2025,growth,,no
SGN-7-000279,labude60@delta-post.net,12-04-2025,starter,JY0YHXFO,yes
SGN-7-000280,macoki88@corvus.org,15-04-2024,scale,MSB14YCI,yes
SGN-7-000281,sudoga14@eastwind.co,16-08-2025,growth,,yes
SGN-7-000282,gazuvo97@corvus.org,21-10-2025,growth,Z3HBDH3Q,yes
SGN-7-000283,lomopi26@eastwind.co,06-02-2025,starter,V8AXE60E,no
SGN-7-000284,cutico37@delta-post.net,15-11-2024,growth,,no
SGN-7-000285,badani32@eastwind.co,21-01-2025,growth,,yes
SGN-7-000286,movusi86@brightmail.dev,08-09-2024,growth,YLBC1AHN,yes
SGN-7-000287,tofule64@arcline.io,17-09-2024,scale,,no
SGN-7-000288,sesape27@corvus.org,11-02-2024,growth,TIY59BEB,yes
SGN-7-000289,dupobu67@eastwind.co,05-10-2024,starter,WRAAVERB,yes
SGN-7-000290,noganu94@brightmail.dev,15-01-2025,scale,BFLK5RUN,no
SGN-7-000291,dozunu35@brightmail.dev,13-06-2025,scale,,yes
SGN-7-000292,tusude71@corvus.org,03-10-2024,scale,WL6ZD41A,no
SGN-7-000293,vevoze11@arcline.io,08-11-2025,scale,,no
SGN-7-000294,voragu32@delta-post.net,19-11-2024,growth,555TJJ7T,yes
SGN-7-000295,zirudi87@eastwind.co,06-04-2025,scale,9JQ7HDUC,no
SGN-7-000296,vomivo92@brightmail.dev,12-03-2024,growth,,no
SGN-7-000297,femero97@@brightmail.dev,28-05-2025,starter,FJE94YHX,yes
SGN-7-000298,cibode13@corvus.org,07-05-2024,scale,,no
SGN-7-000299,saluge54@arcline.io,27-12-2024,starter,,no
SGN-7-000300,zilupo36@arcline.io,16-10-2025,scale,,no
SGN-7-000301,manuce55@corvus.org,16-02-2025,scale,LO602EYU,no
SGN-7-000302,lelisu40@corvus.org,15-01-2024,starter,VLRNU443,yes
SGN-7-000303,ninile56@eastwind.co,11-07-2024,starter,NJQRI49V,no
SGN-7-000304,pabuti18@delta-post.net,17-06-2024,starter,,yes
SGN-7-000305,befilu41@brightmail.dev,10-06-2025,starter,,yes
SGN-7-000306,pabuca23@brightmail.dev,01-01-2024,starter,YFJ0XKPE,no
SGN-7-000307,lekuzi12@corvus.org,10-05-2024,scale,OAUZYKFZ,no
,mugike36@eastwind.co,27-01-2025,starter,DD2Q6XYW,no
SGN-7-000309,tivono76@corvus.org,15-12-2024,growth,YKAF35BS,no
SGN-7-000310,kunota13@delta-post.net,13-09-2025,starter,,yes
SGN-7-000311,divase63@brightmail.dev,07-02-2025,scale,4ZHA84B7,no
SGN-7-000312,docago81@brightmail.dev,15-07-2024,scale,,no
SGN-7-000313,nezafu48@delta-post.net,17-11-2025,starter,,no
SGN-7-000314,dobilu83@arcline.io,24-04-2025,growth,1WF10WVM,yes
SGN-7-000315,pefada86@eastwind.co,17-09-2025,growth,PZMMGNBH,yes
SGN-7-000316,gabecu71@brightmail.dev,04-02-2025,scale,,no
SGN-7-000317,nazibi71@eastwind.co,13-11-2025,scale,SGGNEQ5A,no
SGN-7-000318,govomo64@brightmail.dev,20-10-2025,growth,FFEM5YQQ,no
SGN-7-000319,sediki23@brightmail.dev,27-07-2025,scale,E28BH6PQ,yes
SGN-7-000320,redupa91@intranet,10-12-2024,growth,HQQP2ZIS,yes
SGN-7-000321,kavige41@arcline.io,08-04-2024,growth,P7L93XTN,yes
SGN-7-000322,segigu15@brightmail.dev,04-01-2025,growth,ZYJOOSN2,yes
SGN-7-000323,pigege86@arcline.io,10-03-2024,growth,EQHGFS8E,no
SGN-7-000324,gufipu31@brightmail.dev,13-01-2024,starter,,yes
SGN-7-000325,gapabe20@corvus.org,09-09-2024,starter,,yes
SGN-7-000326,casafa95@eastwind.co,25-02-2024,scale,,yes
SGN-7-000327,takedu92@brightmail.dev,25-04-2024,scale,NXIFU268,yes
SGN-7-000328,ramoku98@corvus.org,04-04-2025,starter,,yes
SGN-7-000329,cazuku76@corvus.org,22-06-2025,growth,H3BUUNDB,no
SGN-7-000330,gagaso83@eastwind.co,09-06-2024,scale,,yes
SGN-7-000331,zobeku83@brightmail.dev,07-09-2025,growth,,yes
SGN-7-000332,cedemu21@corvus.org,03-11-2024,starter,IO432MHP,yes
SGN-7-000333,giboto97@corvus.org,,growth,,yes
SGN-7-000334,tidipo66@brightmail.dev,01-02-2025,starter,,yes
SGN-7-000335,latuco96@delta-post.net,08-07-2024,growth,D3DHCTBG,no
SGN-7-000336,vagebe60@delta-post.net,11-10-2024,scale,HUIC85J7,yes
SGN-7-000337,gabeso47@corvus.org,17-10-2024,scale,,no
SGN-7-000338,gerino97@delta-post.net,25-12-2024,starter,PC9JYIGA,no
SGN-7-000339,bovasu25@brightmail.dev,15-06-2025,growth,3VMTXVZT,no
SGN-7-000340,tonaso96@delta-post.net,13-09-2025,starter,,yes
SGN-7-000341,lapenu55@delta-post.net,23-06-2025,scale,NTV5LSHF,no
SGN-7-000342,kolomu38@eastwind.co,20-06-2025,scale,,yes
SGN-7-000343,kegege29@brightmail.dev,02-06-2025,growth,3CWI029C,no
SGN-7-000344,komiro47@eastwind.co,28-11-2024,scale,,no
SGN-7-000345,tonace91@arcline.io,04-10-2024,starter,,yes
SGN-7-000346,ceziku81@arcline.io,24-12-2025,starter,,yes
SGN-7-000347,tapusa53@eastwind.co,03-10-2024,starter,,no
SGN-7-000348,kafive97@eastwind.co,03-11-2024,starter,,no
SGN-7-000349,nepuki88@eastwind.co,27-08-2025,growth,,no
SGN-7-000350,padiku53@brightmail.dev,09-01-2025,scale,T1FX4347,yes
SGN-7-000351,rulapi65@delta-post.net,12-07-2024,growth,EVR5IKK7,no
SGN-7-000352,gefici10@eastwind.co,19-09-2024,starter,,no
SGN-7-000353,dogadi24@eastwind.co,16-12-2024,growth,,no
SGN-7-000354,ladari19@arcline.io,22-06-2025,scale,9X15JP57,yes
SGN-7-000355,somoze40@corvus.org,01-10-2024,scale,,no
SGN-7-000356,nivudi37@eastwind.co,26-10-2024,starter,,no
