ref,contact_email,enrolled_on,plan_tier,referral_code,opt_in
SGN-5-000098,bavedi25@eastwind.co,16-08-2024,starter,XPAEH3DP,yes
SGN-5-000099,vizuvi53@eastwind.co,14-05-2025,growth,JLOSGGYD,no
SGN-5-000100,kuviru41@arcline.io,25-01-2024,growth,WYIDCUMW,yes
SGN-5-000101,ponoka22@arcline.io,06-08-2024,scale,,no
SGN-5-000102,zivese70@eastwind.co,01-11-2024,starter,BZM8DZD5,no
SGN-5-000103,cufaca62@eastwind.co,,scale,,yes
SGN-5-000104,gevefu38@brightmail.dev,11-01-2024,scale,CYSSW9ON,no
SGN-5-000105,rocitu39@arcline.io,18-03-2025,scale,,no
SGN-5-000106,citebi51@corvus.org,09-10-2025,growth,,no
SGN-5-000107,bicubo99@eastwind.co,14-09-2025,growth,,yes
SGN-5-000108,cepobi20@arcline.io,27-06-2024,growth,,no
SGN-5-000109,pokevo54@arcline.io,24-09-2025,starter,,no
SGN-5-000110,tonata65@eastwind.co,08-09-2024,starter,UIFGOKYC,yes
SGN-5-000111,nuteti30@corvus.org,21-08-2025,scale,MB6YM1DH,yes
SGN-5-000112,mekete20@eastwind.co,16-10-2025,starter,,no
SGN-5-000113,nimodu88@arcline.io,02-05-2024,growth,ZDWGC3CL,no
SGN-5-000114,tepeso28@corvus.org,20-03-2024,growth,RMCQE17P,yes
SGN-5-000115,pakelo95@delta-post.net,05-07-2024,scale,,yes
SGN-5-000116,rokigi89@brightmail.dev,07-01-2025,growth,0M1TKEEI,no
SGN-5-000117,mic ira63@delta-post.net,25-04-2024,growth,GCBGMQVC,yes
SGN-5-000118,zecibo20@delta-post.net,13-03-2024,growth,AGV8RR4I,yes
SGN-5-000119,pavesi42@arcline.io,08-03-2025,scale,PJAIXG0P,yes
SGN-5-000120,lapumo53@brightmail.dev,15-09-2025,scale,YLBYP27O,no
SGN-5-000121,pafuzi45@delta-post.net,02-09-2025,growth,,no
SGN-5-000122,fitovo12@eastwind.co,03-06-2025,starter,,yes
SGN-5-000123,bosodu79@arcline.io,05-04-2024,scale,,no
SGN-5-000124,detuca21@corvus.org,03-01-2024,growth,,yes
SGN-5-000125,naziki70@eastwind.co,11-11-2024,starter,U37VKCDE,yes
SGN-5-000126,gefate18@arcline.io,22-10-2024,growth,LQQR81UI,no
SGN-5-000127,fivebi40@arcline.io,22-02-2024,starter,,no
SGN-5-000128,zubafu91@delta-post.net,23-03-2024,growth,,yes
SGN-5-000129,fumopo90@delta-post.net,11-01-2025,starter,,yes
SGN-5-000130,lucozu73@delta-post.net,19-08-2024,growth,,no
SGN-5-000131,favegi12@arcline.io,13-01-2024,growth,6NX2H80Q,yes
SGN-5-000132,feluba51@arcline.io,12-06-2025,starter,,yes
SGN-5-000133,bekuva70@corvus.org,17-09-2024,growth,,yes
SGN-5-000134,davubo63@brightmail.dev,24-04-2024,scale,,no
SGN-5-000135,govino78@brightmail.dev,17-07-2025,growth,Z7FD0ELH,no
SGN-5-000136,tiponu26@delta-post.net,23-02-2024,scale,,no
SGN-5-000137,dumagi90@arcline.io,18-01-2024,starter,,yes
SGN-5-000138,focebu28@arcline.io,27-07-2024,growth,VFP1HDNC,no
SGN-5-000139,rakino17@brightmail.dev,10-10-2024,starter,2H7XEHQF,yes
SGN-5-000140,lelimo35@eastwind.co,03-02-2024,starter,YWOPI2EM,no
SGN-5-000141,dokiki72@delta-post.net,21-02-2025,starter,,yes
SGN-5-000142,pebako83@delta-post.net,26-02-2025,scale,UOB09Q2F,yes
SGN-5-000143,vilepe86@arcline.io,24-10-2025,growth,,yes
SGN-5-000144,pumopo29@delta-post.net,16-05-2025,growth,,yes
SGN-5-000145,mutefu84@brightmail.dev,20-02-2025,scale,92G1WJZR,yes
SGN-5-000146,sopoki69@arcline.io,14-02-2024,scale,GTY4WWKJ,no
SGN-5-000147,gavama13@delta-post.net,15-10-2024,growth,7AS2GS8Q,yes
SGN-5-000148,mimadu67@eastwind.co,21-02-2024,starter,ZEA2ZLOZ,no
SGN-5-000149,vol ape27@corvus.org,22-07-2024,growth,7O75RUKU,no
SGN-5-000150,lizaba55@brightmail.dev,13-10-2024,growth,,yes
SGN-5-000151,pobica47@brightmail.dev,10-05-2024,scale,KDGOR1P2,no
SGN-5-000152,nabori39@@arcline.io,25-01-2025,scale,RO61RE3R,yes
SGN-5-000153,vomodu81@corvus.org,06-09-2025,starter,,yes
SGN-5-000154,mebepe84@brightmail.dev,03-06-2025,growth,,yes
SGN-5-000155,tenuku56@delta-post.net,14-03-2024,growth,1AH2HGCI,yes
SGN-5-000156,zikage77@eastwind.co,28-08-2025,scale,RNTMCGTJ,no
SGN-5-000157,dotuvi15@arcline.io,21-04-2025,scale,84D9L66K,yes
SGN-5-000158,tepaco13@brightmail.dev,09-08-2025,growth,LD4CFQT7,no
SGN-5-000159,peduve37@arcline.io,17-11-2024,scale,,yes
SGN-5-000160,fanozi68@intranet,20-12-2024,starter,KJBTLMUA,yes
SGN-5-000161,tabome65@arcline.io,16-10-2024,growth,,no
SGN-5-000162,fecuka19@eastwind.co,26-08-2025,scale,5W2WNTZY,no
SGN-5-000163,bitamu98@eastwind.co,20-03-2025,starter,,no
SGN-5-000164,geduni73@brightmail.dev,22-05-2025,scale,,yes
SGN-5-000165,teledo68@corvus.org,06-12-2024,growth,,no
SGN-5-000166,sivuzo64@delta-post.net,24-02-2024,scale,BUET73PO,yes
SGN-5-000167,dadida40@brightmail.dev,06-11-2025,scale,GAY00ZPJ,yes
SGN-5-000168,gubusu68@delta-post.net,27-06-2025,scale,,yes
SGN-5-000169,sosivi60@brightmail.dev,28-07-2024,scale,,no
SGN-5-000170,zopace51@eastwind.co,28-10-2025,starter,TBQSMX4H,yes
SGN-5-000171,fokaba57@corvus.org,25-05-2024,scale,0XWS9Y2K,yes
SGN-5-000172,tunemu63@brightmail.dev,27-07-2024,starter,,yes
SGN-5-000173,zacotu87@delta-post.net,19-05-2024,growth,NHF90BZN,yes
SGN-5-000174,badodi28@delta-post.net,19-03-2025,scale,98JBCFM9,yes
SGN-5-000175,mokaro58@corvus.org,05-11-2024,scale,,no
SGN-5-000176,kifico74@delta-post.net,06-08-2024,scale,,no
SGN-5-000177,vibute92@brightmail.dev,21-09-2024,starter,THUDAUK1,no
SGN-5-000178,tiriga61@brightmail.dev,27-03-2024,growth,ZWUBU837,no
SGN-5-000179,momabi49@brightmail.dev,04-06-2025,starter,GV4X5V8J,yes
SGN-5-000180,vafala63@delta-post.net,11-07-2025,starter,,yes
SGN-5-000181,kibeci36@arcline.io,24-08-2025,scale,,no
SGN-5-000182,kofuni54@arcline.io,12-01-2025,scale,NCHHGMJC,yes
SGN-5-000183,kitolu96@@arcline.io,19-01-2025,growth,9664W3AA,no
SGN-5-000184,vumazo40@delta-post.net,14-06-2025,starter,OGK6ZCSA,no
SGN-5-000185,zokusi24@corvus.org,26-10-2024,starter,,yes
SGN-5-000186,nokopa41@delta-post.net,24-07-2024,starter,,yes
SGN-5-000187,nogasu17@delta-post.net,22-05-2025,scale,XPR0M7QI,no
SGN-5-000188,bikata74@arcline.io,10-11-2025,starter,2LKVMGEI,no
SGN-5-000189,fozaco32@eastwind.co,18-05-2024,scale,5VV5UQNN,no
SGN-5-000190,kebomi27@corvus.org,18-12-2024,growth,STOMIA6I,yes
SGN-5-000191,pelori13@corvus.org,10-09-2025,scale,0D7FTAA0,yes
SGN-5-000192,mufepa23@brightmail.dev,20-10-2024,scale,,yes
SGN-5-000193,nuriga67@eastwind.co,22-07-2024,growth,SEOIZE3U,no
SGN-5-000194,cidepe11@brightmail.dev,09-02-2025,growth,,yes
SGN-5-000195,rufitu49@eastwind.co,23-06-2024,starter,RPTFVY80,yes
SGN-5-000196,sozoke80@arcline.io,21-09-2024,scale,,no
SGN-5-000197,sasuli76@arcline.io,04-10-2024,scale,BV1NFXKP,no
SGN-5-000198,zofubo72@corvus.org,24-05-2024,growth,,yes
SGN-5-000199,cutaci21@arcline.io,02-03-2025,starter,63QVBLRY,no
SGN-5-000200,mudere83@corvus.org,13-12-2025,scale,,yes
SGN-5-000201,nedaku47@arcline.io,26-10-2025,scale,,yes
SGN-5-000202,fumomi42@eastwind.co,08-01-2024,starter,,yes
SGN-5-000203,dabiki51@delta-post.net,20-01-2024,scale,UHZ8C84V,yes
SGN-5-000204,rupigo18@delta-post.net,20-02-2024,starter,TG56YGAQ,no
SGN-5-000205,genuba74@brightmail.dev,19-07-2024,scale,,no
SGN-5-000206,cobote73@arcline.io,01-06-2025,growth,,yes
SGN-5-000207,luboki40@eastwind.co,12-11-2024,starter,BVZ8FKXW,yes
SGN-5-000208,vibugu94@brightmail.dev,18-07-2025,starter,X09GEXJP,yes
SGN-5-000209,faz ifa63@arcline.io,02-04-2024,growth,VA2H43P5,no
SGN-5-000210,dilote48@brightmail.dev,21-08-2025,scale,,yes
SGN-5-000211,dosagi97@brightmail.dev,17-10-2025,growth,,no
SGN-5-000212,mivucu98@corvus.org,03-03-2024,starter,,yes
SGN-5-000213,nugutu77@arcline.io,10-03-2025,growth,,no
SGN-5-000214,tinugi97@brightmail.dev,27-01-2025,scale,BIP1V7SW,no
SGN-5-000215,vupegi68@arcline.io,25-11-2025,growth,0N3LQTGM,no
SGN-5-000216,gonocu18@arcline.io,17-11-2024,scale,,no
SGN-5-000217,peripe10@corvus.org,24-09-2024,scale,J3HMCRBV,no
SGN-5-000218,begide70@brightmail.dev,,starter,PRZI0UBY,no
SGN-5-000219,coputu35@brightmail.dev,14-09-2025,growth,BP98A9SP,no
SGN-5-000220,dofobo51@corvus.org,04-06-2024,scale,,yes
SGN-5-000221,nicobi26@corvus.org,03-01-2025,starter,,no
SGN-5-000222,lifuba90@eastwind.co,04-04-2025,starter,,no
SGN-5-000223,purozi27@arcline.io,18-11-2025,scale,,yes
SGN-5-000224,zebalo22@delta-post.net,11-07-2024,starter,JRZJ25XT,no
SGN-5-000225,kigudu51@eastwind.co,19-04-2024,scale,SKP78G5N,no
SGN-5-000226,nulada70@delta-post.net,05-08-2025,scale,TF0LUJ8Q,no
SGN-5-000227,fucupi39@corvus.org,04-11-2024,growth,EIZRWTFD,yes
SGN-5-000228,zebinu29@delta-post.net,01-03-2024,growth,3W8MI62P,no
SGN-5-000229,resugu47@corvus.org,17-05-2025,starter,IT2CESN9,no
SGN-5-000230,fuloso25@arcline.io,13-02-2024,starter,CBDBRM9H,yes
SGN-5-000231,sabanu64@delta-post.net,08-12-2025,scale,,yes
SGN-5-000232,bufaza43@arcline.io,25-07-2025,starter,SUH3WRF6,yes
SGN-5-000233,tizope72@corvus.org,21-07-2025,starter,LV06HZ58,yes
SGN-5-000234,@eastwind.co,04-10-2025,scale,FUW6CNHK,yes
SGN-5-000235,tozole23@intranet,11-01-2025,growth,,no
SGN-5-000236,buvita68@brightmail.dev,15-09-2024,growth,7QSL4HOQ,no
SGN-5-000237,zuzica86@brightmail.dev,23-01-2024,starter,JMECZXL5,yes
SGN-5-000238,gek eki15@arcline.io,28-11-2025,scale,SEJV8H3R,no
SGN-5-000239,pavipe63@arcline.io,28-10-2024,starter,B260IKD6,no
,zizife72@arcline.io,14-01-2025,starter,DYNU028J,yes
SGN-5-000241,dukeke59@arcline.io,17-11-2025,growth,,yes
SGN-5-000242,nenocu19@brightmail.dev,25-02-2025,scale,,no
SGN-5-000243,lezosi83@eastwind.co,19-01-2025,starter,SD5M4RKP,yes
SGN-5-000244,zucina42@delta-post.net,06-07-2024,growth,,yes
SGN-5-000245,ramoge51@corvus.org,18-01-2024,starter,,no
SGN-5-000246,gameki85@brightmail.dev,27-08-2025,scale,,yes
SGN-5-000247,vevisa98@brightmail.dev,04-03-2025,growth,3HEJGBUQ,yes
SGN-5-000248,tizase88@eastwind.co,26-08-2024,scale,6D5DMGSD,no
SGN-5-000249,susame57@corvus.org,24-09-2025,starter,,no
SGN-5-000250,bepasi68@brightmail.dev,02-11-2025,scale,,no
SGN-5-000251,mipoge55@brightmail.dev,06-04-2025,starter,,no
SGN-5-000252,pufoma52@corvus.org,05-03-2025,starter,XMYNPLM1,yes
SGN-5-000253,dulavu16@delta-post.net,26-12-2025,scale,4T80EDIG,yes
SGN-5-000254,sovoci69@arcline.io,24-09-2024,scale,,no
SGN-5-000255,rocabe80@eastwind.co,20-07-2024,growth,M751XALY,yes
SGN-5-000256,gumeru69@corvus.org,16-02-2024,starter,,no
SGN-5-000257,cupilu89@arcline.io,08-12-2024,starter,,no
SGN-5-000258,vazile39@arcline.io,22-01-2025,growth,3H4C2QSX,yes
SGN-5-000259,tumonu60@arcline.io,16-07-2025,starter,,no
SGN-5-000260,zokoco28@corvus.org,18-07-2025,scale,8GDESXDR,no
SGN-5-000261,butici51@corvus.org,07-12-2025,scale,,no
SGN-5-000262,rosuvu47@delta-post.net,27-08-2025,scale,325ZVYW3,no
SGN-5-000263,dolupe35@delta-post.net,11-06-2025,scale,,no
SGN-5-000264,zasutu81@arcline.io,17-07-2025,scale,RVHYFE32,yes
SGN-5-000265,ripale50@eastwind.co,22-01-2025,starter,,yes
SGN-5-000266,basudo89@delta-post.net,01-06-2025,growth,JDI1IQVM,yes
SGN-5-000267,gineva43@arcline.io,28-10-2025,starter,,no
SGN-5-000268,@arcline.io,20-01-2024,starter,,no
SGN-5-000269,lunava87@eastwind.co,21-10-2025,starter,C3ZWLYLG,yes
SGN-5-000270,lupiva75@brightmail.dev,22-03-2024,growth,,no
SGN-5-000271,parone81@intranet,24-09-2025,starter,,yes
SGN-5-000272,kumape62@delta-post.net,09-08-2024,scale,,yes
SGN-5-000273,vivace69@eastwind.co,03-06-2024,growth,II8M74YW,yes
SGN-5-000274,bubuke57@brightmail.dev,24-05-2024,starter,,yes
SGN-5-000275,mapuso35@arcline.io,05-03-2024,scale,Y7T1OVHP,yes
SGN-5-000276,vozoli69@delta-post.net,10-03-2024,growth,OVRSXMOK,no
SGN-5-000277,novaga56@delta-post.net,21-04-2025,starter,0QD4DFLS,no
SGN-5-000278,pesivu84@corvus.org,03-03-2024,starter,U7PURY2R,no
SGN-5-000279,zikiri98@brightmail.dev,21-06-2025,starter,,no
SGN-5-000280,bizoki98@brightmail.dev,23-10-2024,starter,,no
SGN-5-000281,bititi84@brightmail.dev,16-04-2024,starter,,no
SGN-5-000282,bunute31@eastwind.co,20-10-2024,growth,NCUC0TAC,no
SGN-5-000283,cupito93@corvus.org,09-06-2024,starter,R1TUVOLM,no
SGN-5-000284,cukemi92@arcline.io,24-03-2024,scale,,no
SGN-5-000285,rezuvu50@eastwind.co,12-03-2024,starter,XMUDESKD,yes
SGN-5-000286,locome53@eastwind.co,16-12-2025,growth,A9GOJUJQ,no
SGN-5-000287,zagoci54@corvus.org,14-11-2025,scale,U16DQQEV,no
SGN-5-000288,tatigu10@brightmail.dev,24-02-2025,scale,,no
SGN-5-000289,pesebe88@arcline.io,05-02-2024,scale,,yes
SGN-5-000290,fudega52@delta-post.net,03-08-2025,growth,,no
SGN-5-000291,rinefa66@eastwind.co,26-04-2024,scale,,no
SGN-5-000292,bukamo42@delta-post.net,18-11-2025,growth,N6X6U5WD,yes
SGN-5-000293,nesebi39@delta-post.net,08-10-2024,growth,NC73ELM3,no
SGN-5-000294,rifima57@arcline.io,26-05-2025,scale,87Z1FGBH,no
SGN-5-000295,tepuru37@delta-post.net,05-11-2025,starter,F3YH6HLV,no
SGN-5-000296,cogufi94@delta-post.net,04-11-2025,growth,,no
SGN-5-000297,moviru32@corvus.org,28-06-2025,starter,,yes
SGN-5-000298,zedoso68@arcline.io,17-11-2024,scale,,no
SGN-5-000299,ronala15@eastwind.co,08-05-2024,growth,,yes
SGN-5-000300,tozona69@arcline.io,03-01-2025,starter,A1BW6P6V,no
SGN-5-000301,kusuto37@brightmail.dev,12-04-2024,scale,NQH4TGVD,no
SGN-5-000302,fubidi24@arcline.io,22-10-2025,growth,GK4EFCNS,yes
SGN-5-000303,noturu14@brightmail.dev,19-07-2025,starter,,yes
SGN-5-000304,bikome52@eastwind.co,22-10-2025,growth,B0ZIEYCC,no
SGN-5-000305,medagi66@arcline.io,15-06-2025,scale,,yes
SGN-5-000306,bifico23@delta-post.net,03-06-2025,growth,,yes
SGN-5-000307,naguda77@brightmail.dev,08-09-2025,scale,,yes
SGN-5-000308,sisire96@intranet,06-10-2024,growth,,no
SGN-5-000309,vilera27@eastwind.co,19-04-2025,starter,XCNH8NX6,no
SGN-5-000310,vicapo37@delta-post.net,23-08-2024,growth,AU758HSA,yes
SGN-5-000311,megove36@arcline.io,14-12-2025,starter,,yes
SGN-5-000312,zatazi27@delta-post.net,18-08-2024,starter,,no
SGN-5-000313,tefovu28@brightmail.dev,07-09-2025,starter,,no
SGN-5-000314,kitene29@delta-post.net,03-03-2024,scale,RNZNNC8A,yes
SGN-5-000315,tileve77@delta-post.net,04-07-2024,growth,3ZDCTLI3,no
SGN-5-000316,doroce35@brightmail.dev,06-07-2024,growth,,no
SGN-5-000317,bicofi86@brightmail.dev,22-10-2024,scale,T9LLFFIJ,no
SGN-5-000318,cevome52@arcline.io,28-07-2025,scale,,yes
SGN-5-000319,simomi40@eastwind.co,05-12-2024,starter,,yes
SGN-5-000320,vofeta64@intranet,07-09-2025,growth,CSQRBIXZ,no
SGN-5-000321,zagota44@eastwind.co,05-10-2025,starter,4YGUFTSX,no
SGN-5-000322,fokaga71@delta-post.net,17-04-2024,growth,,yes
SGN-5-000323,soriru60@delta-post.net,01-03-2025,growth,ERGT5XB9,no
SGN-5-000324,vifiza88@arcline.io,08-03-2025,scale,,no
,bedubi11@arcline.io,15-07-2024,scale,0EJBALTL,yes
,pumobo13@delta-post.net,12-08-2024,starter,TKFFS6VV,yes
SGN-5-000327,sigagi92@brightmail.dev,19-09-2024,starter,WCMJ6IYA,yes
SGN-5-000328,vekobu55@arcline.io,13-01-2025,scale,,no
SGN-5-000329,tidoso43@intranet,27-11-2024,growth,HTMOIFGJ,yes
SGN-5-000330,letino16@eastwind.co,27-01-2024,scale,M68WEUMO,no
SGN-5-000331,bibelo24@delta-post.net,15-12-2024,starter,7D20MTAG,yes
SGN-5-000332,zizeba60@corvus.org,16-09-2024,starter,FX7JKQZL,no
SGN-5-000333,metuki17@corvus.org,16-03-2025,starter,BCIXOAGC,no
SGN-5-000334,ninevu85@eastwind.co,27-06-2024,scale,7XU824LD,no
SGN-5-000335,ficudu62@eastwind.co,26-11-2025,scale,ICBN7XZ4,yes
SGN-5-000336,nepiri39@brightmail.dev,20-11-2024,starter,RF4SDO7T,yes
SGN-5-000337,mubazi84@corvus.org,21-12-2024,growth,VF7FYJSF,no
SGN-5-000338,lodaze46@brightmail.dev,06-01-2025,growth,,yes
SGN-5-000339,curaba47@arcline.io,05-02-2025,scale,GSOK9NVB,no
SGN-5-000340,sekase52@brightmail.dev,26-08-2024,growth,E7C81L3B,no
SGN-5-000341,nimose94@corvus.org,02-07-2024,growth,DQG2QAG7,yes
SGN-5-000342,noreri63@arcline.io,06-06-2025,scale,,no
SGN-5-000343,sigeto45@delta-post.net,17-12-2024,scale,GE4CHJ9D,yes
SGN-5-000344,fogizu80@eastwind.co,23-05-2025,growth,OSY55GNQ,no
SGN-5-000345,ledode17@delta-post.net,24-12-2024,growth,34EJ9GTE,yes
SGN-5-000346,sakusu93@corvus.org,13-08-2025,starter,B3F1P355,yes
SGN-5-000347,cadoto40@corvus.org,06-08-2024,growth,KIOIZUVC,yes
SGN-5-000348,vovodo98@corvus.org,19-07-2025,starter,WVR3FDR0,no
SGN-5-000349,maperu44@delta-post.net,20-02-2025,scale,,no
SGN-5-000350,decige90@delta-post.net,01-03-2024,scale,,no
SGN-5-000351,guzopi88@eastwind.co,10-08-2025,growth,TAGFHQ0H,yes
SGN-5-000352,suzusa23@eastwind.co,07-09-2025,scale,,yes
SGN-5-000353,fetare60@corvus.org,22-10-2025,starter,,no
SGN-5-000354,tunetu19@delta-post.net,15-04-2025,scale,,no
SGN-5-000355,nobeko21@brightmail.dev,20-10-2025,starter,,yes
SGN-5-000356,buvave25@brightmail.dev,07-01-2025,growth,,yes
SGN-5-000357,rufene66@delta-post.net,07-06-2024,scale,VWA1UMXX,no
